"str","count","o1","p1","o2","p2","o3","p3","minp"
"boh","52",-0.000222900902748229,0.322753640120748,-0.000275606840819071,0.898100056773441,0.00017379333138001,0.537227402946627,0.322753640120748
"boj","66",-0.00033784273295974,0.84335943121167,-0.000342281234702484,0.813206462915488,0.00017187230249318,0.599786448176532,0.599786448176532
"bok","308",4.22483629749944e-05,0.748610335470467,0.00102543121214424,0.116821118894729,0.00280471689969249,0.000153273264501763,0.000153273264501763
"bol","268",0.000150043504440076,0.65287029979515,0.000705002371930652,0.258080101104737,-0.000385706326063414,0.813983915336076,0.258080101104737
"bom","145",0.00175657815032192,0.007193673811144,0.000273461576364885,0.571527739091812,0.000570576995367588,0.325130758810775,0.007193673811144
"bon","490",0.00430670780113571,1.71149183714192e-08,0.000886046557821586,0.163694491565079,0.000180517398964022,0.634057375110415,1.71149183714192e-08
"bor","398",-0.000126176779142326,0.930430760087507,0.00216607813934045,0.00485366469767023,0.000155337021016339,0.670097527067296,0.00485366469767023
"bos","112",-0.000202919331298874,0.995947117280598,-0.000548754512286734,0.654017692440945,-0.000188214109025268,0.985439469707612,0.654017692440945
"bot","112",-0.000231645716329038,0.957974635903943,0.000653365810582051,0.264975590913039,-0.000331864231262042,0.820183393125661,0.264975590913039
"boy","90",-0.000324804995642978,0.839309083219763,-0.000318141206753457,0.836630863529501,-0.000310215353663209,0.847766755067493,0.836630863529501
"boa","73",-2.2337261813825e-05,0.806993926840181,3.91136835346553e-05,0.74036771932004,0.00106870022152904,0.112650734116073,0.112650734116073
"boi","57",-0.000223424842636182,0.96886934516928,-0.000355833600285734,0.786709988144044,-0.000240244410557646,0.956513084001899,0.786709988144044
"boM","53",-0.000124170980893149,0.907519599710356,0.00125478543610107,0.0658403456584069,-0.00023011905296038,0.156575477057955,0.0658403456584069
"boN","243",0.000962928450438043,0.132885598717125,0.00154123800446344,0.0209816962665823,0.000822668340279972,0.224238795906545,0.0209816962665823
"boR","64",-0.000198897996750512,0.957894000686405,-0.000174656912554013,0.250992322661346,-0.000293044552435064,0.891550569486268,0.250992322661346
"boA","52",0.000370077342923631,0.44283503513579,0.0159669894464036,0,-1.81342828266649e-05,0.781674382155925,0
"boU","64",-0.00035550835520974,0.793058608887821,-0.000244657822046584,0.0334009289859215,NA,NA,0.0334009289859215
"bub","69",-0.000337711556561142,0.8432519631676,NA,NA,-0.00028246301635573,0.905554006570879,0.8432519631676
"bud","91",-6.01891292269954e-05,0.832509943976956,-0.000449819585405717,0.74532543798451,-0.000200427886677951,0.999471610737211,0.74532543798451
"bug","1422",0.0438236777599099,0,0.0411862418647414,0,0.0520489497362897,0,0
"buk","144",-0.000450770120400595,0.750191186854791,-0.000484286727456176,0.704156396968748,-0.000588818053878695,0.612844379308089,0.612844379308089
"bul","302",-0.000433616198235779,0.749067309121184,0.000656496115243626,0.303354159807717,-0.000268437243171065,0.932596779563564,0.303354159807717
"bum","57",-0.000300102858286737,0.870053991315674,NA,NA,-0.000518947769631209,0.668727248187707,0.668727248187707
"bun","211",7.51498324512459e-05,0.707262805097678,3.2369985224977e-05,0.782823842109725,5.49150590015147e-05,0.743566440719911,0.707262805097678
"bur","311",-0.000279038366430681,0.9202984153449,-0.000603035121725044,0.620289091221536,0.000269055963039396,0.530511003321637,0.530511003321637
"bus","63",-0.00032177898075111,0.856377106350584,-0.000364017728747362,0.818890284995397,-0.000238002615979964,0.956057474113761,0.818890284995397
"but","91",-0.000274895663217039,0.920934356745305,0.000725778806137149,0.188283616607071,-0.000440167767042642,0.744972011356194,0.188283616607071
"buL","56",-0.000195193132160117,0.821575173728627,NA,NA,-0.000180179456922053,0.977269544758163,0.821575173728627
"cha","376",0.000195767688194446,0.61629953341462,0.000118175654383217,0.698860027999822,0.0014696092320503,0.0397374072150154,0.0397374072150154
"che","284",0.000127609811870778,0.674889101456289,-0.000224095446807568,0.97742319041439,0.002846111624695,7.87637445121003e-05,7.87637445121003e-05
"chi","614",0.000671273990408793,0.290467640342313,0.000252525631151984,0.580627036554783,0.00281414428533213,0.000618569930347812,0.000618569930347812
"cho","101",-0.000509834309707141,0.645006992986933,0.000994348965612002,0.116419657050608,0.000118870355315784,0.654939226189466,0.116419657050608
"chu","121",0.000103372324614608,0.674882823858663,-0.000287161562630162,0.881597071811971,-0.000258763599569907,0.921228340020021,0.674882823858663
"chA","484",0.041871520869322,0,0.0306520420760798,0,0.0330016040590933,0,0
"chE","182",0.000112174480323652,0.673411652644581,0.000420816125068997,0.438262492935804,-0.000485117897480034,0.714213529901909,0.438262492935804
"chI","466",0.000926978233911121,0.169735803690529,0.000714792716811538,0.242663388556057,0.00183075851475069,0.0100514792285,0.0100514792285
"chO","58",0.000158215198191205,0.598095207373,-0.000348776344069056,0.791176098184497,-0.000263874420801577,0.910490035819785,0.598095207373
"chU","59",-0.00034132467011485,0.816759628936854,0.0546039683824811,0,0.000182908001528461,0.553202185573762,0
"dja","125",0.000252634908675138,0.538608542396229,0.00126436149500113,0.0300117251719549,0.00386861339104982,3.2049600751094e-09,3.2049600751094e-09
"dje","81",0.00489730518075871,9.80571179809431e-12,-0.00022213769643961,0.309311244239984,-0.000369059132208173,0.817532664448935,9.80571179809431e-12
"djo","73",-0.000275912618927839,0.896555938232219,-0.000310141596300214,0.859642425768798,0.00060036318123086,0.214304840292991,0.214304840292991
"djE","66",-0.000438187024340463,0.723953853308167,0.000314748345670826,0.478447947423799,0.00466540390463736,1.45361345182948e-09,1.45361345182948e-09
"djO","51",0.0209454947867842,0,0.00312278232078999,4.87358915446379e-08,0.00261494130404471,3.49993009129967e-06,0
"dab","144",0.000790899076704079,0.216997494190783,-0.000192186426390783,0.991556719159058,-0.000130417990081519,0.928721143976464,0.216997494190783
"dad","83",-0.00043425886042754,0.761614065302179,NA,NA,-0.000242030662829922,0.943381731466794,0.761614065302179
"dag","194",0.000469411842875382,0.388837524589611,0.00303923496604157,4.61135997997797e-05,-3.68188471274814e-05,0.834668820511837,4.61135997997797e-05
"daj","65",-0.000105464760009756,0.889786029981653,-0.000418595704618128,0.752434784726792,-0.00047426043277084,0.69349254558365,0.69349254558365
"dak","186",-0.000692227394392313,0.54756782493349,0.000717401511306347,0.290816467371934,-0.000264589015614033,0.933597070133486,0.290816467371934
"dal","242",0.00174088630048999,0.012267349329669,0.00133808123924581,0.0510632702630522,0.00348043733239269,7.71888393447107e-06,7.71888393447107e-06
"dam","249",-0.000294285142058408,0.903261027620048,0.00102024101757441,0.141640236153112,6.17787411102694e-05,0.726650503985808,0.141640236153112
"dan","338",-0.000912771345434733,0.410105515548463,-0.000788838495948661,0.476806254626599,0.00047353027622648,0.396371209746496,0.396371209746496
"dar","265",-0.000374468726336234,0.827475065780404,-0.000262248477778663,0.934240976722569,-0.000200508531693156,0.99952313607033,0.827475065780404
"das","59",-0.000301502085804235,0.886559629585097,-0.00015000248152841,0.940170444648679,-0.000382803650424745,0.750495131266199,0.750495131266199
"dat","62",-0.000431869578416619,0.751338583829889,-0.000455910797537962,0.75499384362742,-0.000350247101374123,0.801487105348111,0.751338583829889
"daw","183",0.000881085175760033,0.158039495055384,-0.000518264469044701,0.679593941446535,0.00388065330396506,7.1219045794102e-07,7.1219045794102e-07
"day","81",-0.000209042958914097,0.675537914747851,-0.000204042865915013,0.995164461512714,-0.000211820685162044,0.589398601952732,0.589398601952732
"daM","88",-5.2081607282088e-05,0.811902718865092,-0.000198022004141815,0.926557479036966,-0.00025995581143908,0.932285755952126,0.811902718865092
"daN","1546",0.0428771735398154,0,0.0427321345375175,0,0.0231525766824987,0,0
"deb","115",-0.0001854401633559,0.985492191672231,-0.000437959604318261,0.725006723425761,-0.000248761615342865,0.948402872703585,0.725006723425761
"ded","52",-0.00032787157662518,0.824416052198387,-0.000368931448302946,0.805980320487253,-0.000193232248400075,0.7519590804201,0.7519590804201
"deg","128",-0.000464979834019599,0.739148107728184,0.00248670328687161,0.000128407893209115,2.46059365700663e-05,0.694245180304306,0.000128407893209115
"dek","118",-0.000253504928356426,0.94614322413665,-0.000298593315885204,0.886782758222121,-0.000149899941630452,0.94768045165809,0.886782758222121
"del","109",-0.000390441978272595,0.785434942229326,-0.000278638588857261,0.888199060385321,-0.000515216561716978,0.660082109066273,0.660082109066273
"dem","153",-0.000411681029252994,0.757836708801793,-0.000371925318923261,0.821061380994998,0.000164800010872133,0.62227286981064,0.62227286981064
"den","196",-0.000470488327732419,0.727238169412984,-0.000365136719166955,0.828938355757566,0.000629730839306446,0.289511537660288,0.289511537660288
"der","213",-0.000147596262603385,0.946786879726945,0.000213653234048314,0.59030057295299,0.000341959613660017,0.485939253383011,0.485939253383011
"dey","108",0.00474297328467549,1.02428288073497e-10,0.0122948309972872,0,0.000820422616042562,0.16969883510829,0
"deM","88",-0.000418310605369844,0.697198047554649,0.0153359518961265,0,0.00604069293549068,0,0
"deN","59",-0.000271475635446469,0.905656709601849,-0.000400199195509538,0.738907378727359,-0.00025689592418973,0.923746967689409,0.738907378727359
"dib","118",-0.000307705566442074,0.869297818565267,-0.000369984157741343,0.825430669493134,-0.000469645173966728,0.707660357550702,0.707660357550702
"did","68",-0.000160941958984087,0.946016232018257,-0.000206279130557167,0.767071903834276,-0.000312296389925373,0.868383163296907,0.767071903834276
"dig","157",0.000360984587907832,0.44905747686843,-0.00028837091027439,0.913085985897639,-0.000416694392935216,0.777652906577086,0.44905747686843
"dik","129",-0.00040818493905704,0.763569666118751,-0.000318160387003298,0.869610897213932,-0.000441302840204692,0.746307780735406,0.746307780735406
"dil","65",0.000551544147058492,0.3643654597807,-7.81852739171712e-05,0.864563154349054,-7.30516053255659e-05,0.829314577799563,0.3643654597807
"dim","136",-0.000275662571910451,0.904423862390952,-0.000171213442228223,0.966605172568022,0.000186681806651372,0.59543705390245,0.59543705390245
"din","559",0.00780825765252645,0,0.00935403715211441,0,0.0111065310502291,0,0
"dir","114",-0.000137492157591382,0.930515147454663,-0.000174284997171612,0.974705896270626,0.00032808803007996,0.508405098382044,0.508405098382044
"diy","53",-0.000260886826731412,0.91598842288533,-3.575764577692e-06,0.737428114097487,-7.04070837851584e-05,0.829845849243772,0.737428114097487
"diM","53",0.00108659777976357,0.108706227305827,0.00139867564960006,0.0180497271020463,0.00492124356562096,2.72240008314384e-11,2.72240008314384e-11
"diN","65",-0.000251740954890576,0.929451349000828,-0.000258741399491198,0.932780474333216,-0.000351294655447899,0.835329182824361,0.835329182824361
"dob","80",6.70472250342589e-05,0.741161342550064,-0.000172652441398119,0.968459045713934,-0.000116556206530333,0.907463934434967,0.741161342550064
"dog","182",0.000547647135240299,0.319832972788041,0.000542509148065968,0.343417995444909,-0.000570450642685866,0.621310596246736,0.319832972788041
"dok","138",-0.00037247902440901,0.816979262011209,-0.000274584760950628,0.929877516938881,-0.000190816026994187,0.989445266025645,0.816979262011209
"dol","88",-0.000245820627598352,0.938714092614638,-0.000467945739663419,0.711048556683938,-0.000340844854794744,0.834689856374874,0.711048556683938
"dom","149",0.00033018424951808,0.492442291391135,0.00318872664386844,4.11252589538336e-05,0.000926276744332232,0.152504013457162,4.11252589538336e-05
"don","154",0.000125014009159203,0.676703607886159,-0.000294866634663315,0.899649938086835,-0.00034078312124234,0.856286799286881,0.676703607886159
"dor","151",-0.000194074244416271,0.993786544747616,0.000202763826008573,0.619621920859722,-0.000138248296662307,0.923332467138461,0.619621920859722
"doN","60",-0.000234255349928393,0.0873187874337502,0.00170348962867886,0.00834743104497826,-0.000335896929609039,0.813638967026482,0.00834743104497826
"doU","289",-8.64847609748311e-05,0.883170695127021,0.00146835447879261,0.0333740917591594,0.00189236780863928,0.0104212345842261,0.0104212345842261
"dub","101",-5.26289474371781e-05,0.847390285453119,-0.000245070770307642,0.950899536586133,-0.000234523936052557,0.963452222991239,0.847390285453119
"dud","59",-0.00045349520228278,0.730620473402334,-8.38454861525814e-05,0.842229346441919,-0.000346726740934935,0.840533895250618,0.730620473402334
"dug","921",0.0128399811118165,0,0.018255061324051,0,0.025181540344422,0,0
"duk","180",9.31541594455931e-05,0.705372957663297,-0.000373475671271673,0.808616432896428,-0.000315407792188094,0.87776875329707,0.705372957663297
"dul","91",0.000116296336422779,0.686271595842181,NA,NA,0.00104182898294585,0.0759479349356817,0.0759479349356817
"dum","204",0.000439126880453977,0.406878895088896,0.000142809395174393,0.66204206932069,-0.000505014099457255,0.705978619388874,0.406878895088896
"dun","163",-0.000132919771980939,0.926050632719034,-0.000634773732488005,0.565460634671964,-0.000226764023974047,0.972183781571704,0.565460634671964
"dur","155",-0.000325072569173959,0.875011070195814,0.000372002238357216,0.426174246757102,-0.000218124141528285,0.97966852001831,0.426174246757102
"duM","67",-0.000295117499360298,0.869828857725674,-0.000204028734670155,0.855257515489825,-0.000174985389548172,0.251380263225605,0.251380263225605
"duN","145",0.000696215210731068,0.218234801102231,0.000739563594262074,0.231799902968564,-0.00019978156222478,0.999695495346665,0.218234801102231
"ffi","61",0.000764079171145335,0.188815439113399,0.00106481120740377,0.057048768692272,-0.000190667677154842,0.989526992274839,0.057048768692272
"ffI","54",-0.000299756044843651,0.867564111027143,-0.00034003340220068,0.814416723174242,-0.000184514506582042,0.982348414230167,0.814416723174242
"flA","161",0.0306589624885728,0,0.0230296626857862,0,0.0708670184105554,0,0
"fad","79",NA,NA,0.00465404734925728,0,-0.000402877657647146,0.768905856391457,0
"fal","84",0.000231193625571794,0.554667254542133,-0.000290340782409039,0.896945496337435,-0.000107336928896877,0.896718445403837,0.554667254542133
"fan","138",-0.000335032669238813,0.864036871942047,-0.000595630898932959,0.575716669590015,0.0227425169603313,0,0
"far","261",0.000387319585159654,0.44904215626075,0.00145500826904921,0.0340741520041357,0.00125486196635164,0.0727234631288256,0.0340741520041357
"fat","53",0.000279494782411647,0.517022170060531,-0.000116565825155478,0.907048981847735,NA,NA,0.517022170060531
"faN","52",-0.000186228659846593,0.512521273969003,-0.000267128201259863,0.918831195559232,-0.000215039367803101,0.981545325329264,0.512521273969003
"fen","53",-0.000247030693528306,0.948863365373751,-0.000274453071175714,0.907967580998489,NA,NA,0.907967580998489
"fer","76",-0.000312080531304795,0.848197413996956,0.0574853707288606,0,-0.000332990623595117,0.82431181024356,0
"fik","82",NA,NA,0.000343457565459648,0.457529273673698,-0.000134261887911935,0.938159406024558,0.457529273673698
"fil","52",-0.000172158745638371,0.191115706384312,-0.00021032781456496,0.988630452893308,-0.000204434511594641,0.837181522712295,0.191115706384312
"fin","160",0.000921273453006202,0.110088490825489,0.0027467823216069,8.83369813307056e-05,0.000469975908925376,0.391484236816205,8.83369813307056e-05
"fia","61",NA,NA,-0.000320642056238466,0.870733771048469,-0.000163770241358561,0.0876717002036305,0.0876717002036305
"fiN","160",0.00113144611076952,0.119928996823381,0.00170249843993023,0.012856815131713,0.0029606431061227,1.49038979433413e-05,1.49038979433413e-05
"fiA","126",-3.4809912670253e-05,0.817453245420375,-0.000393913667277568,0.791230922182627,-0.000334782143594723,0.840186992135092,0.791230922182627
"fol","51",-0.000384141128621397,0.754750348386655,0.000458582137789395,0.258262924147577,NA,NA,0.258262924147577
"fon","69",-0.000222200666675441,0.970616694721015,-0.000222146009121738,0.976373170093597,-0.000338463990433288,0.841041390864062,0.841041390864062
"for","100",-0.00013579242232392,0.93061497050168,-0.000298857821322914,0.88858275129704,0.00029372939203351,0.46385306244902,0.46385306244902
"foN","63",0.000820695103650051,0.191065125458782,NA,NA,-0.000380292854650426,0.812466363411451,0.191065125458782
"ful","65",-0.000392684731184501,0.772077333916511,0.000258189906465082,0.51704904057183,-0.000189710721347884,0.635995943923354,0.51704904057183
"fun","84",-0.000207937244079986,0.724899791631998,0.00075321397385771,0.104883147686361,-0.00039235114624901,0.795628087447365,0.104883147686361
"fur","66",-0.000193067329701381,0.740422399863299,-0.000267874517722236,0.925431815213747,-0.000282860396096117,0.887159894460519,0.740422399863299
"gbl","56",0.00162971882251689,0.00863484122321378,0.000701241550176591,0.145668414604551,0.00300796453579235,9.90815603341133e-07,9.90815603341133e-07
"gba","772",0.00125861799474518,0.0746060723277386,0.00405188670610664,1.99939394152082e-07,0.00144127818540591,0.0429687760828847,1.99939394152082e-07
"gbe","918",0.0337338226200966,0,0.0440469823131166,0,0.0730392684211339,0,0
"gbi","128",0.00047818434190417,0.363024734723818,0.00234450689281029,0.00152464035443245,0.000169320132144188,0.597771356269177,0.00152464035443245
"gbo","639",0.00802810520026303,0,0.00583843403586749,8.89277540494504e-11,0.00571203984800142,2.76001443921814e-13,0
"gbu","132",-0.00033908356186801,0.859717361819933,0.000775485441313555,0.186199069324854,-0.000142426008128383,0.941411669141829,0.186199069324854
"gbA","305",0.000657698567537481,0.269167489133338,0.00196826102725471,0.00830370634951128,0.000236960913737633,0.57245800073145,0.00830370634951128
"gbE","331",0.00666122907530989,2.22044604925031e-16,0.000793761710036928,0.210898420648702,0.0010110391879457,0.124903226167864,2.22044604925031e-16
"gbO","310",5.15058099280755e-05,0.749300498854461,0.00394897134471356,1.73564855154851e-07,0.00927108393332245,0,0
"gha","78",-8.97282239559748e-05,0.875589444835358,-0.000250330156312014,0.940126377111093,0.000378115809089595,0.422190048407121,0.422190048407121
"ghe","71",0.00290587002312333,3.39631447638933e-05,0.00611508363076725,2.22044604925031e-16,-0.000366755137368027,0.778888996400486,2.22044604925031e-16
"gho","54",0.0064654307229248,0,-0.000270327747857361,0.00244793575066318,-0.000187905173134974,0.578874591203109,0
"ghA","65",-0.000181621050471404,0.975654019732199,0.00301583723084265,2.19236919640764e-06,-0.000165281337556257,0.952969573809145,2.19236919640764e-06
"gwa","1022",0.0245999837649446,0,0.045406435420073,0,0.0215768232864182,0,0
"gwe","123",-7.23091412407416e-05,0.850879059116255,0.00455743188156051,7.02549129982799e-13,0.000418445883249415,0.373669779511158,7.02549129982799e-13
"gwi","83",-0.000208496211712646,0.696151556071383,0.00192912616775208,0.00140886256661776,0.0101754797554661,0,0
"gwA","165",0.000466638625476283,0.382916019489771,0.000125644614874902,0.694242955814831,-0.00026229303565851,0.932909569132185,0.382916019489771
"gwE","88",-0.000266629745525681,0.931744473146582,-0.000336439506737341,0.843188869248558,-5.89474133577829e-06,0.745698820858314,0.745698820858314
"gwU","52",0.00504088691935139,1.57651669496772e-14,0.00265236923315414,0.000186991252480784,-0.000227701145201911,0.962529170047942,1.57651669496772e-14
"gab","192",0.00151683991935918,0.0301491383429648,-0.000294716092170474,0.893925651660874,-0.000587021122281872,0.602675955592785,0.0301491383429648
"gad","201",-0.000221119241069312,0.977794309550347,-0.000123103658777758,0.92332955937347,6.1954355472694e-05,0.721858070057453,0.721858070057453
"gag","73",-0.000121879626187616,0.889002826651558,1.3442919687266e-05,0.724187641984986,-0.000269758663628087,0.915916580705435,0.724187641984986
"gaj","183",0.00880044818302164,0,0.00235447900504902,0.000234445367006453,0.000462204737309651,0.385791119997122,0
