"geonameid","group","NamE","longitude","latitude"
"2359204",5,"KomongA",-9117.55217598137,1437711.30971225
"2359205",5,"KomondI",39159.5595676744,1470730.61721513
"2359206",5,"KomondI",224872.352946964,1396714.46772409
"2359212",3,"KonkorO",-424247.494179627,1467610.0378607
"2359213",5,"KombourI",-303383.527839234,1526432.63293058
"2359214",5,"Komki-IpalA",-197853.221775997,1347309.92036617
"2359216",5,"KomkagA",-138586.289380958,1374825.71893112
"2359217",5,"Komin-YangA",15033.0010620172,1293868.38742466
"2359218",5,"KomiargO",-280979.730727192,1455385.76786637
"2359219",5,"KonmestengA",-150345.036942444,1432069.9597903
"2359221",5,"KombouensE",-6555.11022997854,1444205.09203273
"2359222",5,"KombouedogO",-252220.088134272,1342192.32303509
"2359223",5,"KomboS YargO",-153544.74006144,1336434.93564639
"2359224",3,"KomborI",-430609.209150545,1487097.85717062
"2359225",5,"KamboinsE",-171323.85307521,1378480.14936883
"2359226",5,"KomboarI",25591.5147461191,1334463.34447473
"2359227",5,"KombissirI",-146265.007441405,1333946.71883885
"2359228",5,"KouekembissigA",-150856.314582188,1365257.38710581
"2359229",5,"KombeolE",-67550.189922377,1389798.75273432
"2359230",5,"KombedogO",-162776.323196464,1467183.15033005
"2359232",1,"KomanmpoumA",86992.3343357316,1385582.48742252
"2359233",7,"KomadougoU",35915.4951563672,1342775.85092311
"2359235",5,"KolouokO",-3475.71177423289,1334860.19759084
"2359236",5,"KolouagA",218447.088087963,1359269.6016839
"2359237",3,"KoronsO",-456836.586498295,1461309.75298541
"2359238",5,"KolonkwoM",-219207.097378771,1450433.73585909
"2359239",3,"KolonkourA",-448914.615927757,1409403.87101343
"2359240",3,"KolonkourA",-416067.870013009,1409235.36278459
"2359241",5,"KolokoM",-284956.466419136,1450534.46712057
"2359242",4,"KolonkouakoU",18279.522711642,1336304.52718533
"2359243",3,"Kolonkan-SirakorO",-444717.757341525,1474374.91997084
"2359244",3,"KolonkanI BA",-436274.183085989,1476742.50564425
"2359245",3,"KolonkaN GourE DiallO",-423512.728725029,1469898.09063879
"2359246",3,"KolonkaN",-450500.93718593,1462636.33844124
"2359247",3,"KolokaN",-467282.455143445,1447781.67619723
"2359248",3,"KolonidA",-440133.973208687,1376141.36364208
"2359249",5,"KolonguikoM",-73039.7951555414,1382427.61660593
"2359251",2,"KolongalonA",19349.659552973,1552254.77954053
"2359252",5,"KolomkoM",-147827.783157362,1404651.15801198
"2359254",5,"KolokouomE",-1827.44033277185,1356584.41715417
"2359255",5,"KolokouM",-136774.728325088,1435979.69561881
"2359256",5,"KolokouamE",-9129.56613937515,1382397.09789428
"2359257",3,"KolokoM",-300160.279104061,1504371.41470297
"2359258",5,"KolokoM",-188723.833042291,1408051.84814089
"2359259",5,"KolokoM",-142420.644225436,1384358.80163141
"2359260",5,"KolokoM",-127038.450761331,1378680.17281003
"2359261",5,"KolokoM",-56637.2901155713,1358445.70848182
"2359262",5,"KolokoM",-76746.8076096581,1351086.61250283
"2359263",5,"KolokoM",-185442.6177883,1343533.40755043
"2359264",3,"KolokolO",-535379.275095977,1193930.39528596
"2359266",3,"KolonkaN GourE BA",-423062.619243408,1467991.34628655
"2359267",5,"KolokandE",-246695.819904649,1349554.01772889
"2359268",4,"KolokagA",-538073.669326969,1240891.86552064
"2359269",5,"KologoukoM",-166411.681262928,1442351.79752876
"2359270",5,"KalgondE",-155575.929481601,1356629.40715968
"2359271",5,"KologO SamA",-65755.1807992748,1369514.78113287
"2359272",5,"KologorO",-224739.095128745,1355027.76192944
"2359273",5,"KologoerO",-252006.881078382,1379077.55737651
"2359274",5,"KolognabA",-188180.799305039,1358629.51429433
"2359275",5,"KologanabA",-29268.5876391958,1303120.80488305
"2359276",5,"KolodioU",-303020.897236561,1395842.37745816
"2359277",5,"KolobO SambA",-85886.5635305445,1349250.88748708
"2359278",5,"KolobassamA",-164579.986906547,1318016.15341154
"2359282",5,"KolokoM",-247620.026171689,1453364.30788162
"2359283",5,"KolkolyirI",-131413.97977824,1400936.57188044
"2359285",1,"KolinkA",-298682.922868371,1222453.25517024
"2359286",1,"KolindiourA",-332152.564846506,1148784.16884348
"2359287",5,"KolibilA",-257215.944558954,1423356.81485205
"2359288",1,"KolibiE",-313998.822142822,1115531.0264843
"2359289",4,"KolessI",-566630.83005965,1186718.86051004
"2359290",3,"KoleroU",-412212.772575009,1437295.12480571
"2359295",5,"KolastengA",-47513.5556850585,1347377.76196671
"2359297",5,"KolangaliguI",64989.3011227531,1492005.98893929
"2359299",5,"KolakwE",77043.9644740599,1499737.07709301
"2359307",5,"KokossE NabikomE",-34732.2022463957,1334466.43371981
"2359308",3,"KokorouE",-488436.852896238,1236918.61946331
"2359312",5,"KokorarE",-65964.43710222,1223863.01326979
"2359317",5,"KokologO",-206743.211560364,1348313.90272947
"2359318",5,"KokologbaraO",-144569.185693858,1501007.91292696
"2359319",1,"KokoliboU",-328099.126725212,1207792.54214486
"2359321",3,"KokogoU",51101.382027626,1404537.46864319
"2359322",5,"KokoagA",-25611.3957639049,1299432.71710021
"2359326",2,"KoireteguI",-1629.43225301008,1588741.78642634
"2359330",2,"KoikonbA",-21670.5749096744,1551560.5858837
"2359331",5,"KoibenE",-14618.0783607684,1351054.40001821
"2359332",3,"KohorassO",-450043.396634374,1255125.85118779
"2359337",3,"KogoudoU",12775.0620675907,1406367.17534793
"2359338",5,"KogotengA",-116812.815036559,1400915.21518005
"2359341",5,"KogonogueN",-174563.303338348,1352424.34287194
"2359342",5,"KogomoU",-18245.9246870008,1415586.86149765
"2359346",5,"KogmasogO",-135040.382618833,1408317.31388525
"2359353",5,"KofindreN",-162546.99905497,1373330.64606882
"2359359",5,"KoedogO",-77446.7183994893,1448424.38434981
"2359360",2,"KodyolaY",2643.95879308376,1529085.739683
"2359361",5,"KodyengoU",39486.7288577396,1468213.85980136
"2359365",1,"KodourO",-343199.471981335,1143286.68887051
"2359368",7,"KodougoU",-394392.736527836,1385146.36761995
"2359371",5,"KodjanI",4573.03251011319,1422560.16609845
"2359373",2,"KodioloY LoboY",-63739.1422493069,1562866.30584991
"2359375",2,"KodienE",146361.264680118,1331020.63450285
"2359381",5,"KodezoagA",-7328.07641748238,1234902.55316489
"2359384",5,"KodemendE",-65738.3153975977,1380577.55359359
"2359385",2,"KodassarI",121147.127591001,1399444.31895628
"2359389",5,"KodagoU",180520.578961704,1371811.72792473
"2359392",1,"KobouteoN TienkbE",-321164.82390878,1145061.43051311
"2359393",2,"KoboundoueN",-38350.6444775695,1376873.81992674
"2359394",7,"KobougoU",51065.3642410663,1476604.22579418
"2359403",5,"KobindyegO",201422.859055655,1391729.75154328
"2359404",4,"KobiadiassA",-585223.316506399,1164670.23999282
"2359407",5,"KobanboU",176403.162228066,1341148.39803251
"2359419",4,"KouassangA",-145775.515208819,1399945.47980483
"2359423",5,"KoankiN",-115252.858207062,1299501.5436019
"2359427",5,"KoalagA",-252843.85681447,1227856.15448705
"2359432",5,"KoakeN KoandA",-155334.164431778,1347501.53336783
"2359448",7,"KitodougoU",-552535.169323297,1133107.67708147
"2359450",2,"KissidE",-51298.2477414849,1231227.91078235
"2359453",5,"KisligoemE",-151430.90618832,1417565.84578164
"2359455",2,"KirsirI",-32187.4914507861,1503511.95914599
"2359458",5,"KirissitengA",-297528.076293117,1439816.16634508
"2359459",2,"KirioloL",11902.1810601979,1557111.45039798
"2359461",5,"KirilongA",-231839.874590985,1393774.29371375
"2359462",5,"KirikoudogO",-271481.419044448,1439167.43870159
"2359463",1,"KirikirI",113943.701852347,1420647.44075502
"2359464",5,"KirigtengA",-134612.922569826,1457808.73694983
"2359466",1,"KiriblE",-319452.319903312,1124769.27042608
"2359467",3,"KiribinA",-528200.042054201,1179126.54205557
"2359482",5,"KinyangA",220858.243570021,1375080.71126214
"2359483",5,"KinsouyinkyemA",-105857.045996066,1402743.9893349
"2359484",3,"KinserE",-404743.900509796,1448700.10678724
"2359487",3,"TinkirO",-393915.164180418,1179456.72314645
"2359488",5,"KinkeloU",-204734.983878141,1334694.54223456
"2359489",5,"KingriA",-270045.434951112,1414174.5766721
"2359492",7,"KindougoU",-167799.844938253,1485558.63916738
"2359493",5,"KindogO",-125866.416491201,1424898.6138215
"2359494",5,"KindibA",-239331.730895792,1463165.08887075
"2359498",7,"KimidougoU",-465475.214764653,1250517.7955016
"2359500",5,"KolongotA",-285386.211579376,1465171.17747031
"2359501",5,"KilkyagA",80258.7562807496,1426686.48146982
"2359502",5,"KilissimokO",-259193.360274471,1524914.49489799
"2359503",5,"KilingotA",-285815.809805388,1464570.63542669
"2359504",5,"KiligirI",-129808.376200013,1327178.33767522
"2359511",5,"KikilmA",-203247.501276249,1404797.11138109
"2359512",5,"KikigogO",-259367.15714028,1369877.12661574
"2359515",5,"KietegO",-188125.941571384,1447387.68748281
"2359516",5,"KiraitengA",-291887.854325903,1452552.11845554
"2359519",5,"KieremA",-186666.933712103,1283023.60829729
"2359522",1,"KientarA",-334423.263378064,1078706.39690756
"2359527",5,"KiembarA",-298628.603386411,1464760.73483908
"2359530",5,"KiekouyoU",-287041.296724948,1327543.54824372
"2359537",3,"KiebanI",-490046.885478205,1319623.95991922
"2359541",5,"KibtangA",-216096.899704133,1447005.14903682
"2359542",7,"KiboulougoU",-212140.226187609,1455619.14668202
"2359549",5,"KialuiN",-193941.049211253,1294102.26213398
"2359550",5,"KialierO",-193948.828377292,1292257.94428844
"2359553",5,"KessombodE",-309659.472160155,1508523.36696878
"2359555",5,"KeryaogueN",-168356.695938448,1351029.28040045
"2359559",3,"KeranborO",-353982.753794894,1176523.78000638
"2359563",5,"KenkienE",-87594.0504228728,1408254.73076132
"2359564",5,"KenesoumdE",-80677.4735485137,1496552.10406239
"2359568",3,"Kini-KinI",-457998.074239291,1413144.47250647
"2359570",5,"KendembaY",-293725.780518393,1419787.5609436
"2359574",2,"KelsoubairI",-207409.44771778,1554300.63703027
"2359578",5,"KelegueM",-237403.815542784,1456650.42534827
"2359581",3,"KelessO",-437972.766313687,1211690.99529718
"2359584",5,"Kelbo-YarceS",-121567.377142345,1532303.51023012
"2359585",1,"KelborA",-343235.725638874,1137753.52173101
"2359586",5,"KelbO FoulceS",-126707.593822587,1533606.32418535
"2359592",5,"KedeyendE",-167869.915290151,1495333.46016418
"2359596",3,"KazangA",-115257.501300548,1297657.40325287
"2359598",5,"KayokorogO",-202948.539900761,1325469.5318816
"2359602",4,"KayeroboU",-225292.031545977,1242540.0802685
"2359605",5,"KayebilA",-121931.084277986,1497336.21099767
"2359614",5,"KatongA",-43902.330431306,1303126.65814082
"2359615",5,"KatiyiM",-87643.5332473258,1384285.45757415
"2359617",3,"KatierlA",-537659.821398495,1151489.09642047
"2359621",5,"KatengA",-153342.922583589,1393597.08058781
"2359622",2,"KatchirgA",11650.4828796547,1552630.49559234
"2359624",5,"KatangA",-188003.367423148,1399198.64178312
"2359627",3,"KatafonA",-543119.955508641,1280258.42473593
"2359628",5,"KatabtengA",-171642.801714187,1382567.83912206
"2359629",2,"KassouM",-361252.540748103,1447223.81219411
"2359633",3,"KassolA",-97091.7525862497,1234951.02522274
"2359634",3,"KassolA",-100779.343016256,1223892.75753339
"2359636",4,"KassitE",-423830.34968801,1158342.42335649
"2359637",1,"KassitA",-392779.442707517,1139771.99309887
"2359638",4,"KasseguerA",-565164.334962407,1153481.55832383
"2359639",2,"KassebA MossI",-266178.130880859,1457141.07653398
"2359640",5,"Kasseba-SamO",-266125.140903445,1456715.94451376
"2359641",3,"KassandE",-471914.998451137,1165633.62018699
"2359643",7,"KassahO",-411828.078639808,1276368.46338307
"2359644",3,"KassagA",-537677.779231448,1239732.26795983
"2359647",5,"KashilI",-101774.138167334,1459422.83094714
"2359650",1,"KaryegoU",117418.302449404,1413909.00731322
"2359651",3,"KartassO",-577663.937496855,1234558.12785293
"2359652",5,"KarsandI",39338.1533039977,1478128.8059926
"2359653",2,"KarpelE",-83985.4505733437,1590480.9517445
"2359658",5,"KarmoukyakyA",-43875.4235986537,1330782.26923691
"2359659",5,"KarmanmA",99795.3061425702,1487769.18391317
"2359667",2,"KargouzI",5644.83204681284,1521967.4872581
"2359670",5,"KargagA",-80506.6608007162,1292089.22039647
"2359673",3,"KarfiguelA",-529976.324489992,1184673.11786594
"2359674",2,"KwarE TokosseL",-349714.125267319,1482285.31191539
"2359676",5,"KarengatengA",-182699.833124084,1449423.5064429
"2359677",5,"KarenankalI",125829.021737257,1474966.0772495
"2359678",5,"KaremamA",31007.4718200321,1428497.77883356
"2359679",5,"KaremamA",-3650.34465627242,1397146.57099777
"2359680",3,"KarekuI",-419037.295451497,1461825.52365624
"2359681",3,"KarekuI",-425022.774712786,1425887.49259725
"2359682",5,"KarekourI",-12788.268947956,1362116.56490501
"2359683",5,"KarekounrE",-1827.74763719199,1349209.10513257
"2359691",7,"KaratiebougoU",-576112.053993645,1159080.24970113
"2359692",3,"KarassO",-437468.825985042,1388414.28404501
"2359693",5,"KagapossogO",-260007.05242015,1457250.61904877
"2359695",3,"KarankassO",-510402.96544258,1242367.80883061
"2359696",3,"KarankassO",-432901.202290553,1203997.95080162
"2359697",1,"KarankassO",-396407.916768938,1145319.85865168
"2359698",3,"KaramassassO",-529443.959773399,1307304.50818372
"2359699",5,"KaraktangueN",-163143.899019786,1344073.71031312
"2359700",5,"KaradyE",210485.095209392,1393886.0074271
"2359702",5,"KarabolE",-265167.292180794,1316410.66228363
"2359717",5,"KaohghiN",-188526.87055206,1395006.37231251
"2359720",5,"KanyendE",-91345.6289506855,1360319.20062318
"2359721",4,"KanvarA",-574070.884545922,1177529.50090237
"2359723",5,"KantcharI",165622.019823326,1379854.2209571
"2359724",5,"KantarI",158582.257387877,1386107.546408
"2359727",2,"KansarA",-452853.704014585,1467366.63752776
"2359728",2,"KansarA",-414297.076864947,1403691.08613897
"2359729",2,"KansarA",-326315.522693194,1200408.63251446
"2359730",5,"KanptyalI",-10334.4259687728,1467175.9876445
"2359731",5,"KanpengA",-122309.658484219,1393546.94862436
"2359732",7,"KanougoU",-34730.7626012562,1336309.42006592
"2359733",5,"KanouaragoU",-16487.9773684935,1233059.7125474
"2359736",5,"KanmpandI",102143.041008699,1428554.73425486
"2359738",5,"KanlayenoU",236550.533749231,1397169.92947181
"2359739",5,"KankwarI",225125.717895175,1365931.00921244
"2359740",3,"KankuyO",-252747.042583856,1246297.36527381
"2359741",3,"KankouradenI",-497290.935507792,1151287.96492493
"2359742",3,"KankoumanA",-337939.685298984,1104537.54364708
"2359744",3,"KankotA",-450089.899342083,1229431.7586405
"2359745",3,"KankonO",-365241.283371003,1377637.64351342
"2359746",3,"KankonioN",-418735.739527965,1106664.77768919
"2359747",5,"KankassI",1824.84042297297,1417429.08159609
"2359748",1,"KankantianA",100442.482946433,1376923.69557784
"2359749",5,"KankanndE",-114473.084636873,1461606.02057686
"2359750",3,"KankankiagA",-13458.3330998173,1463354.08703582
"2359751",1,"KankanI",-319317.943988871,1146900.44789542
"2359752",5,"KankangoU",149506.381713834,1377196.03286165
"2359753",5,"KankanfogwoL",65625.8072108498,1513252.26580388
"2359754",5,"KankanfogoU",47011.4427403722,1491079.4681097
"2359755",5,"KankanE",-349936.659755853,1451591.31443097
"2359756",1,"KankanE",-349828.795584464,1244757.88926532
"2359757",5,"KankandyagA",216679.274617471,1329927.38574481
"2359758",1,"KankandI",85535.7318110035,1398997.19394347
"2359759",5,"KankambaogO",-77961.4904273426,1520075.66163605
"2359760",3,"KankalsI",-31969.9979319234,1450296.89769564
"2359761",5,"KankalI",-93064.5902787913,1410104.82973102
"2359762",4,"KankalabA",-581257.42738899,1190494.33545896
"2359763",5,"KankadyangA",34836.2193734764,1443374.73070032
"2359765",4,"KanielekE",-565103.802977143,1159019.35230932
"2359767",3,"KanianA",-357830.586755992,1150714.13453
"2359768",3,"KaniagarA",-528056.934882388,1321300.3602898
"2359769",3,"KaniagarA",-586714.896039809,1194218.29477318
"2359773",6,"KanhirE",-27477.8609214832,1236749.048407
"2359774",5,"KangueN",-169775.047207234,1504284.6280075
"2359776",6,"KangourA",-581511.667296092,1168341.17990947
"2359777",6,"KangounadenI",-508210.139803666,1160568.23304647
"2359779",5,"KangayE",-14596.7260140743,1413741.9650034
"2359780",5,"KangarsE",-29214.781106097,1481850.64145459
"2359782",3,"KangalA",-577311.552090263,1214472.64893345
"2359783",5,"KandyebA",-4612.95146088813,1447305.95030582
"2359784",5,"KandorE",164699.816693738,1380621.39668263
"2359787",3,"KandenI",-406175.217460125,1294793.81937299
"2359790",5,"KandatengA",-69434.3106886454,1352923.58219601
"2359791",5,"KandatengA",-62139.1432305978,1343699.69013112
"2359792",5,"KandargyanA",-274127.208158383,1414114.75615885
"2359795",5,"KanbouensE",-27357.418478362,1432183.80520178
"2359801",1,"KanamissE",-434993.097535462,1139938.45713541
"2359802",3,"KanakoulE",-49429.4801198685,1266256.35157565
"2359807",5,"KamtengA",-200133.742859673,1477213.54684022
"2359808",6,"KamsongouiN",-82169.3524089055,1382435.85156991
"2359809",5,"KamsogO",-36575.9988869045,1314185.59772563
"2359813",5,"KamsansE",-32902.4815905825,1336308.72630475
"2359814",2,"KamsadO",-179380.341552166,1502310.86953669
"2359816",5,"KampyaguI",170401.956429714,1394254.57023466
"2359818",5,"KampoueyorghO",-42064.1661753062,1312345.01254113
"2359819",5,"KampoagA",-23780.7963853566,1303119.21348113
"2359820",2,"KampitI",2017.23928550267,1552003.41162163
"2359821",5,"KampelzezougO",-49310.0789482797,1375035.22763483
"2359824",5,"KambondoguE",-251053.193920512,1519831.3359463
"2359825",5,"KamissI",-26583.2197826035,1463265.50229007
"2359826",5,"KaminogO",-55674.6861686668,1472092.28022117
"2359827",3,"KaminiankorO",-414423.148837094,1390776.22482198
"2359828",5,"KamigyI",-268635.437737209,1347773.43359036
"2359829",5,"KamgwamtengA",-180574.717781265,1428688.08385683
"2359830",3,"KameledalA",-409960.641692097,1182957.36075603
"2359833",5,"KamboinsE",-171209.443168828,1376666.53114974
"2359834",5,"KambaridenI",167754.881185419,1374893.95042884
"2359836",1,"KamanteoN",-306685.083216988,1109977.24295323
"2359837",7,"KamankadougoU",-434193.45620486,1470010.22160669
"2359838",3,"KamandenA",-387221.597326865,1370353.2055968
"2359839",3,"KamanangorA",-332117.131665723,1154317.20001053
"2359840",3,"KamadenA",-439313.273893162,1396628.10297486
"2359844",5,"KalwakA",-239161.839822595,1390106.38921447
"2359845",5,"KalsolO",-237628.736051001,1336619.51853111
"2359851",5,"KalsakA",-216473.813863225,1458004.08115825
"2359852",5,"KalsagadO",-249686.891066384,1480601.46068005
"2359853",5,"KalsagadO",-146275.006840218,1323516.28539893
"2359854",5,"KalougyesE",-135075.758731723,1397253.70535987
"2359855",5,"KalouengA",-36556.4284130749,1338154.24665471
"2359856",5,"KalouengA",-40219.5045449776,1330780.55168789
"2359857",5,"KalouartengA",-47495.5456653455,1363971.56769273
"2359858",5,"KalO TampanE",7322.38896529645,1271774.58339981
"2359859",2,"KalombA",-58569.3232396394,1519384.88529497
"2359860",5,"KalohomE",-3654.24553210394,1351053.26317408
"2359861",5,"KaloganogO",-122309.658484219,1393546.94862436
"2359867",5,"KalitagA",-60135.1685232485,1452897.13882134
"2359871",1,"KalinpO",-405865.730038117,1108460.86300201
"2359872",5,"KalingA",95278.6667836526,1456017.31565574
"2359873",5,"KalingA",-117143.411119707,1275534.58531744
"2359874",1,"KalindoU",-285834.131667248,1226102.91954331
"2359875",5,"KalimpourE",96217.5080091581,1486405.03288309
"2359876",5,"KaligrI",-204606.520823556,1362324.26165584
"2359877",5,"KalidouanI",14615.6174536396,1358428.62107894
"2359878",5,"KalewigA",-155475.028188318,1306936.74955323
"2359879",7,"KalembaougoU",-3649.22859414116,1410053.52808014
"2359881",5,"KalehenA",-245717.706418564,1517640.84432946
"2359882",5,"KalehemA",-76668.2087501891,1395337.93252771
"2359883",7,"KaledougoU",-448033.290099374,1304995.73562178
"2359886",1,"KalderA",-363438.235406081,1135977.60137689
"2359889",1,"KalanporO",-343554.025377941,1087955.74360125
"2359890",1,"KalangbarA",-376469.914095783,1110198.25422654
"2359891",3,"KalanboulI",-331055.147840436,1309249.09234924
"2359892",5,"KalamtogO",-275470.625513672,1421570.27140346
"2359893",5,"KalamondO",-40232.72401164,1316031.21890969
"2359894",5,"KatambaogO",-113710.06636405,1458789.19834225
"2359895",5,"KalaktegA",-118944.69159448,1286599.4427078
"2359896",5,"KalagarE",-158604.91227963,1498271.98702612
"2359898",5,"KaktingA",-177388.232339003,1316196.067354
"2359899",2,"KakounA",-175810.693939199,1249812.58715584
"2359900",3,"KakoumanA",-543356.311999602,1133060.03928693
"2359901",5,"KakobaratengA",-43849.7936516457,1356595.35588351
"2359906",3,"KaifounA",-542964.628506666,1315080.97538582
"2359912",5,"KagoulI",-82279.9564811396,1323435.03725444
"2359914",5,"KagangamorE",-31124.3395574757,1262561.61583963
"2359915",3,"KafozangA",-588976.42952143,1157306.27852825
"2359919",2,"KadyanbedayirI",-26690.5793376146,1500520.52488103
"2359921",7,"KadougoU",-579445.896489963,1188637.27662199
"2359922",3,"KadonbA",-439289.897532793,1272937.52841947
"2359926",1,"KadiateoN",-334127.699401642,1126657.96496328
"2359927",5,"KadakadA",-267347.48172453,1462409.33188019
"2359933",2,"KabouroU",-302805.75094728,1263692.42758369
"2359934",5,"KaboulE",23665.3771750181,1508141.27394716
"2359935",5,"KaboulE",-260053.265417687,1250004.86180278
"2359936",5,"KaboudA",-78544.6082234933,1367682.33556157
"2359943",5,"KabinoU",-250360.674434577,1347719.74197581
"2359950",4,"KabarikahA",-590769.275233302,1161008.70653388
"2359951",5,"KabaralE",-231738.671709231,1412216.6890191
"2359956",7,"KaabougoU",221241.565558068,1323669.35047903
"2359957",5,"JoureS OuidI",-169384.506520357,1344915.20398904
"2359958",5,"JitoerA",-60839.8009727238,1489545.46838329
"2359960",3,"BananbA",-318379.964961683,1086867.58452926
"2359967",5,"IssiguI",-267360.340567208,1502544.51089596
"2359968",5,"IssaogO",-81945.1374762086,1439999.53541849
"2359970",5,"YissoukeN",-140464.214858688,1339763.30995122
"2359971",5,"YissoukA",-182491.62604453,1327792.21494514
"2359979",2,"IrikourounkO",-441937.928766136,1186094.52056803
"2359980",1,"IridiakA",-339575.967226134,1135897.97380767
"2359993",5,"IpalA WobseN",-96834.5580425732,1356637.8369887
"2360007",1,"IntoumpirA",-361690.588268728,1123059.58061056
"2360008",3,"IntoulE",-337401.988300515,1187534.03032732
"2360010",7,"IntiedougoU",-386578.851009796,1230141.07448857
"2360016",5,"InperegA",-7298.91046400254,1413741.01450854
"2360020",3,"InguilbO",-376154.276687666,1154467.71876218
"2360021",3,"InguepE",-333891.511294034,1163545.6345928
"2360027",2,"IndangarA",-383668.931018051,1130515.39251654
"2360031",5,"ImkoukA",-182471.683026297,1412095.43359625
"2360032",7,"ImiougoU",-168349.017294642,1454608.57177905
"2360033",7,"YimyougoU",-142156.569687195,1426584.3900065
"2360037",3,"ImatorO",-575519.109087988,1234484.40825989
"2360038",5,"ImassolO",-129898.208577543,1295833.87272124
"2360039",5,"ImassokO",-131728.128894773,1295836.47473981
"2360040",5,"ImassogO",-254992.577269393,1375943.66558134
"2360042",5,"ImanndE",17530.8364578591,1459792.49923738
"2360044",5,"IlliyalA",-221214.237949953,1329201.57095862
"2360045",5,"IlliguE",-242611.338970256,1529790.004111
"2360046",5,"IlliguE",-110406.328981443,1521566.5103807
"2360048",5,"IliwoatenA",-220380.109624578,1531884.7400882
"2360049",5,"IlemakA",-173701.563900022,1323565.03785668
"2360052",5,"IkyemdeN",-235551.522906495,1382719.10893386
"2360053",2,"IkouteN",-82125.6974757287,1522278.36288543
"2360055",5,"IgondarA",-195098.881002771,1504085.44733346
"2360056",1,"IfoukaR",-381860.552153246,1126818.84151814
"2360058",2,"IdiandiarI",228186.830748109,1390330.90634077
"2360060",5,"IbourenI",47513.5556850585,1347377.76196671
"2360061",5,"IbouninI",56637.2901155713,1358445.70848182
"2360062",5,"IbonbouE",-108087.432608791,1233118.63319409
"2360066",5,"Ibi-PalgA",-190331.419692663,1493313.89686989
"2360067",4,"IbI KoudrE",-192762.815386571,1491245.02241187
"2360070",3,"IbangotO",-62070.4813192148,1510178.05048894
"2360077",2,"HoubandE",-75076.6858185909,1516121.88980976
"2360082",5,"HokeliroU",-295517.233356326,1524750.92281165
"2360090",3,"HellO BondoU",-346795.829976927,1154365.28902568
"2360091",3,"HellO BokonA",-346795.829976927,1154365.28902568
"2360097",5,"HasbialahoU",56651.7123993222,1473091.99299509
"2360098",5,"HargadangoU",38380.1833242163,1510100.92977494
"2360099",2,"HantoukourA",123900.737263218,1416049.16681327
"2360100",5,"HanhouI",-116761.5531158,1419353.57037389
"2360112",5,"GyinouamA",34705.970132058,1367653.80238689
"2360115",5,"GuiefourgoU",-154636.931864573,1372209.79307502
"2360117",3,"GwapegA",-213519.393343953,1406635.96597778
"2360120",5,"GwahalA",-127656.795843571,1435965.1183936
"2360121",5,"GwabagA",-211703.349046881,1404786.86530261
"2360123",5,"GuitangA",89549.2611742655,1444423.98074934
"2360124",5,"GuestogueN",-186630.173983167,1379125.96589862
"2360125",3,"GuissikorO",-365534.692840932,1342586.98281643
"2360126",5,"GuissangoU",62401.2513800439,1484730.68154482
"2360127",5,"GuisendyorI",61684.3787201646,1488917.70383024
"2360128",5,"GuirI GuirI",-240895.832863702,1465478.10334376
"2360136",5,"GuinnsI",-212116.084671295,1319958.52372049
"2360137",7,"GuininguedougoU",-67799.7147360731,1222020.28019836
"2360138",3,"GuinguinI",-333819.158736299,1174611.85812649
"2360141",2,"GuinborO",-341023.406186009,1436569.89790791
"2360143",5,"GuilongueN",-78531.2160493343,1375056.81731662
"2360144",5,"GuilongoU",-142873.200545096,1394470.64001883
"2360148",1,"GuilaniorA",-354347.409466215,1123034.91294038
"2360149",1,"GuilaniO",-343223.658391128,1139598.27783599
"2360150",1,"GuilakorO TiopanaO",-345190.657702001,1119316.39506499
"2360151",3,"GuilakorA",-345202.571450113,1117471.64920489
"2360154",1,"GuikperE",-331552.288122697,1239159.50537214
"2360155",5,"GuihirE",-64016.078253706,1308669.66175864
"2360157",5,"GuiernogO",-62257.0586129547,1257046.02429808
"2360160",5,"GuielebA",-261171.743828675,1460652.87620937
"2360161",5,"GuiekemA",-135397.73998713,1292153.44008873
"2360162",1,"GuieborO",-363651.868942347,1104620.74836014
"2360163",5,"GuidritengA",-157239.171855342,1325377.93396249
"2360165",2,"GuidderE",-2080.38263035389,1514112.09600863
"2360168",5,"GuiboanndI",93569.6579596512,1450139.46213881
"2360171",5,"GuibarE",-175415.854970937,1448671.7834175
"2360178",5,"GuesserE",-254434.787677972,1475297.83693857
"2360180",2,"GuessedannyE",-51478.7913589978,1528951.22746719
"2360181",3,"GuessedanguE",-52919.1374997434,1527020.4412909
"2360183",1,"GuirinA",-364876.229072355,1109833.03159389
"2360186",1,"GuenemenA",-350674.716957766,1123022.76549023
"2360190",2,"GuemnI OurO NamA",-39784.5585063946,1553574.90032109
"2360192",5,"GueleoungO",-95752.0843862061,1217556.94898936
"2360194",5,"GuekounA",-111248.823221413,1434098.21856233
"2360195",1,"GuehebrA",-352462.036511583,1130406.88765056
"2360196",1,"GueguerE",-349922.682692693,1231845.82576298
"2360207",5,"GoutoulE",-281974.897632182,1505548.20094749
"2360208",1,"GoutarO",-369174.256289788,1102795.61863467
"2360209",2,"GoussiritE",-282379.669231832,1535340.29995871
"2360211",5,"GouseY LabA",-114946.942504569,1415663.58312201
"2360213",2,"GouroungO",-228057.881135755,1482413.73796246
"2360214",2,"GouroumA",-321497.162525333,1089733.75940476
"2360215",2,"GourougA",-273224.396020309,1536699.60554605
