"geonameid","group","NamE","longitude","latitude"
"2360217",5,"GouropilA",-191611.672634014,1408426.80577966
"2360218",5,"GourongO",-235662.110305104,1362433.51351994
"2360219",2,"GouromO",-113086.961927726,1428568.89860859
"2360220",5,"GournyeL",43255.1374578554,1509587.89684585
"2360221",5,"GourmassA",-277323.112835149,1458323.69383298
"2360227",5,"GourkyanA",62473.3847238877,1437984.46195256
"2360232",5,"GourgoU",-34757.7820779033,1301279.77836807
"2360234",5,"GoureseN",-187929.257175725,1415795.26761521
"2360236",2,"GoureL ManmA",83368.3979802342,1511487.8471931
"2360237",5,"GourebA",-84045.7807865813,1356624.65362797
"2360240",5,"GourbarE",-254693.464427452,1493980.1373203
"2360241",2,"GouraogO",-16216.9043697159,1512091.31262193
"2360242",5,"GourangO",-224701.1413819,1362404.62630068
"2360245",5,"GoupanA",-173308.017582105,1395269.47958297
"2360246",3,"GounyiN",-332241.046797226,1394106.31862152
"2360247",2,"GountouwalA",-60438.3946138482,1599357.24661256
"2360251",5,"GountourE",51161.7696463821,1479854.74091539
"2360252",2,"GountoudiE",-49221.824575762,1559830.53370403
"2360253",5,"GounndI",-261498.417973978,1318244.59634315
"2360254",5,"GounguE YolgO",-124008.746435974,1435959.56772447
"2360255",5,"GoungueN",-141482.030911604,1455584.31689573
"2360256",5,"GoungueN",-104054.198601099,1393522.73229179
"2360257",3,"GoungrE TangA",-216411.790392427,1463673.87983553
"2360258",3,"GoungoU",102219.448340508,1397207.88982803
"2360259",3,"GoungneN",-153487.030153462,1353030.06974895
"2360260",5,"GounglA",-169845.542892808,1455052.04354002
"2360264",5,"GoundrE",-55589.151874221,1473860.16415618
"2360265",2,"GoundoukaY",-94134.2616463943,1484222.96877693
"2360266",2,"GoundoU",1798.58150877806,1491307.88142853
"2360271",5,"GoumtoagA",-153402.259989384,1342427.76058531
"2360273",1,"GoumparE",-313812.502401712,1146883.73958545
"2360275",5,"GoumogO",-193742.959295901,1340202.05084352
"2360276",5,"GoumodyO",3063.04155913676,1502700.01994655
"2360277",5,"GoummsE",-140847.124144604,1305068.77531899
"2360278",5,"GoumissI",-199283.982446805,1327305.72160685
"2360279",5,"GoumisI",-199283.982446805,1327305.72160685
"2360282",2,"GoumbiO",-409051.997468892,1379679.62086425
"2360284",5,"GoumaleL",54897.3761458648,1480084.01487581
"2360286",2,"GoulourE",-211510.144974496,1352516.44556587
"2360287",2,"GouloumtoubA",58859.0702475661,1447381.14815143
"2360288",2,"GouloumbassA",-271204.261183912,1458820.99568825
"2360289",2,"GoulougueN",-131850.299292969,1446364.03622978
"2360290",2,"GoulougA",-84229.9968334836,1257062.97738147
"2360291",2,"GouloubalA",-284058.995748349,1453278.19470424
"2360292",2,"GouloubA",34674.2797402317,1452429.87964689
"2360293",5,"GoulogO",-166071.171875592,1406529.3877837
"2360295",5,"GoulivodE",-38420.7330957332,1295750.19243255
"2360296",5,"GoulI GodiarE",-138258.359655926,1556116.53037521
"2360301",5,"GoulanA",-80477.4403479056,1308682.72137685
"2360304",5,"GouingO",-90313.6302042662,1353670.47025126
"2360305",5,"GonhirE",-267296.885700463,1506408.91215911
"2360306",7,"GouindougounI",-555830.734317945,1168198.43934251
"2360307",7,"GouindougoubA",-559499.129801853,1168218.43300168
"2360308",5,"GouilibilA",3652.85646680859,1367646.95673205
"2360311",5,"GougogO",-111739.328423174,1238653.87626757
"2360315",5,"GouengO",-34262.6864223045,1484939.34919908
"2360320",5,"GoudreN",-191603.265418298,1410271.25686676
"2360321",5,"GoudriN",-159738.289697908,1404672.80388821
"2360322",5,"GoudreN",-73014.5381583119,1397177.81783574
"2360327",5,"GoudogO",-120462.833262342,1400920.31837979
"2360336",1,"GouaterE",-355282.258203147,1250311.795682
"2360337",5,"GouatengA",-63949.937492671,1354763.56349208
"2360338",4,"GouassA",-596232.976132429,1219072.35439853
"2360341",5,"GouareeN",-56541.5429607004,1430354.34006377
"2360343",3,"GouansE",-229945.889333955,1444862.85952224
"2360344",5,"GouankadenE",-7320.94070851832,1280992.44504787
"2360345",3,"GouanbA",-315614.401147393,1152422.06045898
"2360348",5,"GouaenA",-99750.9421099744,1441571.36929954
"2360349",2,"GotogoU",20668.4691347044,1542545.40989311
"2360351",5,"GossinA",-314090.256657806,1384911.31508903
"2360352",3,"GossiamandarA",-537879.279972349,1230423.40665784
"2360357",5,"GorpoulI",-297362.088229146,1421645.30735302
"2360358",1,"GorperegorA",-329907.749072852,1211487.05973108
"2360359",5,"GorpenE",-165982.107068942,1398261.00195152
"2360361",5,"GorourE",-175538.073596034,1329437.89659388
"2360362",2,"GorouolkolE",-21853.3627830012,1529500.35086881
"2360363",2,"GorouolkadyE",-17833.0987740889,1507619.74391148
"2360365",3,"GorougbE",-322778.975921897,1180109.33273247
"2360369",5,"GorongO",-224469.045491253,1406664.34686719
"2360370",5,"GoronboulI",-307128.732818394,1438237.70557102
"2360372",2,"Gorom-GoroM",-25572.3118649183,1597353.10880441
"2360373",5,"GoromboulI",-304563.658258978,1434583.66296406
"2360381",2,"GorgueL",-108418.917106796,1575286.31883946
"2360382",5,"GorgolorO",-21572.889851904,1471571.4479434
"2360384",1,"GorganE",-318790.4873742,1229894.7626879
"2360385",2,"GorgadjI",-56676.9281627255,1551994.57557115
"2360389",5,"GorasolA",-143251.135225356,1519048.58422895
"2360391",1,"GorA GanE",-349936.0086612,1230002.04361011
"2360394",5,"GontouhorE",-29311.2055029643,1234906.71833901
"2360407",5,"GonponsagO",-9130.74126287496,1376865.79067429
"2360411",5,"GonioN BoulI",-299688.680892702,1511326.95212007
"2360414",1,"GongoyA",-317602.373751873,1503256.59139607
"2360415",5,"GongourE",-209697.131709457,1458333.79200678
"2360416",1,"GongoronA",-370819.625714708,1130469.60015278
"2360417",3,"GongorgoL",54275.0531674888,1472317.02000435
"2360419",1,"GongonkA",-328910.824931787,1078689.93617804
"2360420",5,"GongongoU",69746.6916053879,1485869.67659032
"2360421",3,"GongonbirO",-335905.268842578,1135886.20521037
"2360422",1,"GongonbilI",-352474.325424147,1128562.09222383
"2360427",5,"GondyorI",164091.874003787,1377713.7484091
"2360428",5,"GondologO",-266913.049637102,1499073.48625577
"2360429",5,"GondekoubE",-188080.007828455,1513503.79007008
"2360435",5,"GomwadinI",36559.4622130963,1334467.163556
"2360436",5,"GomtengA",-38398.8996160831,1321561.54302942
"2360437",5,"GomtengA",-27449.9702481882,1284684.25954356
"2360438",5,"GompelgO",-37799.4644798104,1468485.2115076
"2360440",5,"GomnaorE",-97376.9966074958,1468900.15601656
"2360441",5,"GomponsoM",-238105.401242333,1440416.60873809
"2360444",3,"GomdirI",-228007.902399785,1426960.03030758
"2360446",5,"GomborO",-303371.634451584,1491899.00422701
"2360447",7,"GombeledougoU",-390183.086005609,1237533.9945145
"2360449",5,"GolmidoU",-190729.903326787,1401725.2174946
"2360450",2,"GolgountoU",9759.84990911126,1581950.07071381
"2360453",2,"GoinI TonbO",-361307.103910276,1410828.16798459
"2360457",1,"GohipouA",-320683.763410271,1220678.23307762
"2360464",7,"GogozougoU",-246747.350944355,1340333.45862205
"2360465",5,"GogonapoU",-281544.868473204,1329370.84118196
"2360477",5,"GoungueN",-150023.221474581,1341899.78724975
"2360482",5,"GodyirI",-306684.655646963,1394010.57863308
"2360494",2,"GodE SaryA",-235701.916121612,1355056.49665342
"2360508",1,"GoaterE",-327710.084513561,1264968.61410335
"2360510",5,"GoantengA",-67616.3222224424,1347390.85880999
"2360517",3,"GingoU ToungoU",-97027.842121737,1266293.34631086
"2360518",5,"GilienI",12790.9667603385,1352897.11432675
"2360519",5,"GuienbilE",-104662.845477207,1515192.22495486
"2360521",2,"GuesselnaY",-82889.4634667041,1596119.36918691
"2360524",2,"GbossarA",-493514.433915863,1162342.60517995
"2360525",2,"GbossarA",-497237.773711796,1156824.11386382
"2360527",3,"GbonfiassO",-395962.421993726,1202506.54892485
"2360528",1,"GbonboulO",-330410.245998756,1134024.10380912
"2360530",2,"GbinguE",-408930.596276278,1185955.15772763
"2360531",1,"GbinbenA",-347015.142066173,1121165.98930279
"2360532",3,"GbeindI",-453347.33544561,1140016.14239101
"2360534",1,"GbassamO",-328123.607207032,1204103.04248863
"2360537",4,"GbangbO",-319017.731253117,1194851.87891479
"2360538",1,"GbalarA",-385505.017006007,1130522.06354376
"2360540",2,"GazourougoU",-151363.630720237,1436005.11106191
"2360542",5,"GayarmoU",-5302.14105806401,1472094.24336428
"2360545",7,"GatougoU",42243.7585277226,1496390.62683593
"2360546",1,"GatapoulA",-380155.38611756,1108367.31563672
"2360547",5,"GatabrE",52923.3722181,1406382.78031606
"2360548",7,"GassougoU",-64117.0852599492,1234923.53473781
"2360549",3,"GassongO",-182758.895128637,1465935.67676704
"2360550",3,"GassinkO",-442016.091967618,1370614.97522389
"2360551",2,"GassilikI",-104539.395331327,1548979.20552918
"2360552",5,"GasserE",-280897.752262539,1503426.04501238
"2360554",2,"GasseL NwaradjI",-104137.068843474,1602102.43422958
"2360555",2,"GasseL KadiE",-31727.4853533246,1538374.77056188
"2360561",5,"GaspyerI",29203.4982980436,1400839.84005144
"2360563",5,"GaskindE",-178357.747427043,1538923.48480425
"2360566",5,"GaskaE KodogeN",-127791.721935482,1391710.69867307
"2360577",2,"GaseL LidjI",-104205.851671273,1548062.61243503
"2360581",2,"GasseL DiaM DiodO",-216560.076057605,1577449.30680869
"2360588",5,"Gasel-BilA",-151681.414217308,1497198.41758919
"2360591",5,"GasedonkA",-151201.354045396,1503284.16507807
"2360592",5,"GasamdamdE",-111507.472596025,1527438.81950831
"2360593",5,"GarouendE",-97132.245798452,1214670.03882423
"2360596",5,"GaritengA",-179272.565817232,1413378.66827766
"2360598",5,"GarkerE",-315751.402949664,1500726.66406013
"2360600",5,"GaribongA",214509.751205531,1365687.35133123
"2360604",1,"GargandI",120341.149959129,1375308.43761274
"2360605",5,"GargaboullI",-193763.380962366,1527261.04531613
"2360610",5,"GarbogouM",176602.100856643,1371457.3549138
"2360611",3,"GaratoubA",-468046.50197543,1138235.08135974
"2360613",5,"GaransE",-122619.907103963,1281072.90969229
"2360614",3,"GaransE",-418281.127685653,1163854.50209175
"2360615",5,"GarangO",-60424.7176351018,1304980.15649382
"2360628",5,"GanzourgoU",-49345.5035317148,1343691.64194802
"2360629",4,"GanzogO",-598171.269906063,1155512.3977534
"2360631",5,"GanyelA",-199251.043072375,1334682.12716991
"2360632",5,"GanworodO",-91263.3649798998,1399039.66072213
"2360633",5,"GantolsougO",-145745.424569525,1438640.43914705
"2360634",5,"GanfodrO",-127424.276089632,1445663.33931969
"2360635",5,"GantodogA",-189893.664695272,1384450.62432114
"2360638",3,"GankounA",-165714.540006741,1556400.46423109
"2360639",5,"GanpeologO",-76678.173971488,1389806.44613462
"2360640",5,"GampelA",-150305.592953529,1374875.15485268
"2360642",5,"GanongueN",-27419.8716640628,1334463.88749364
"2360643",3,"GankoulA",-317504.884058092,1143205.57716831
"2360645",2,"GanianguE",-157543.107717259,1579221.88624139
"2360650",5,"GangarguI YarsE",-124030.878142796,1428584.50363552
"2360651",5,"GangarguI",-124030.878142796,1428584.50363552
"2360652",2,"GangaoL",-10371.8709762334,1524374.33465633
"2360653",5,"GangankoudyagA",171480.72551323,1395364.25355527
"2360655",5,"GangandeN",-125960.310789762,1393552.260034
"2360656",3,"GanganA",225738.126216953,1402366.66157488
"2360657",5,"GangadogO",-182441.62970351,1439363.99877241
"2360660",5,"GandourE",-155385.891563682,1332750.68165164
"2360663",5,"GandentengA",-7309.58743240656,1351053.49059737
"2360666",5,"GandatingO",-133606.043911512,1279244.97387568
"2360667",5,"GandaogO",-65793.998358695,1343702.32855387
"2360668",5,"GandadO",-249951.893012938,1417801.7720092
"2360671",5,"GanagoulO",-324002.685757029,1485393.55527273
"2360674",2,"GamtikI",-124068.755207999,1579736.52384338
"2360675",5,"GaM SilmimosE",-138715.106267492,1400948.19349802
"2360676",5,"GamdenI",65663.6412828478,1428517.92417451
"2360677",5,"GambastengA",-167924.713287693,1399156.58431869
"2360678",3,"GamadoU",-334437.015100302,1346154.22366775
"2360679",5,"GalouengA",-146046.308895767,1489145.02177652
"2360682",1,"GalgoulI",-380194.276859089,1102833.64665773
"2360684",7,"GalebougoU",-576836.274955356,1254456.23056896
"2360685",5,"GolongA",-224868.679666404,1526641.20194537
"2360687",3,"GakoulA",-324695.721223823,1167204.51877649
"2360694",3,"GahandoU",-322872.565251107,1165354.03799157
"2360697",5,"GargueN",-166786.408281987,1355420.81787172
"2360702",5,"GabwamA",3651.76426844248,1380552.55144076
"2360704",7,"GabougA",104345.160968523,1488813.91799247
"2360705",7,"GabougA",105169.829595683,1436843.99730273
"2360706",7,"GabougA",228420.377716931,1382905.68669128
"2360707",5,"GabouanlI",71258.9053208852,1354769.18748486
"2360710",3,"GaboandoU",20095.3717124607,1382339.22198467
"2360711",5,"GaboandI",27360.0221847385,1451254.40512731
"2360712",5,"GaboandI",67590.6920463701,1363984.82177564
"2360713",5,"GaboandI",74922.2815110902,1349240.89584955
"2360716",5,"FyofonoU",129000.389231848,1481699.22626054
"2360717",5,"FwanmbouanI",87699.5610052531,1356628.22990312
"2360718",7,"FwadougoU",51114.7313528276,1393474.59555975
"2360720",5,"FoutriguI",-129600.070421226,1441876.24864941
"2360721",2,"FoutourI",115023.94544422,1407139.27103771
"2360724",2,"KouroumanI",-484683.405357651,1311461.56250075
"2360725",2,"FouroumA",-266937.467222216,1498210.34275181
"2360726",2,"FourkoussoU",-50524.000851979,1585035.76100675
"2360727",3,"FourkourA",-590958.532571051,1144393.32887402
"2360732",1,"FounzaN",-354725.405125492,1267128.30547483
"2360733",1,"FounfounA",-339705.762559225,1115609.324488
"2360736",1,"FoumassA",-336227.483627365,1084244.82901971
"2360737",5,"FouloumzougoU",-91357.1900158994,1354787.78743216
"2360739",2,"FoulgoU",-17156.3954924186,1545859.29166032
"2360740",5,"FoulgO KokeN",-163909.950004793,1501733.92591946
"2360743",3,"FoulassO",-538882.218811195,1274642.74410711
"2360745",5,"FouidebokO",-147796.675948142,1455052.26390755
"2360747",3,"FougagbE",-454987.884113221,1162164.99444023
"2360750",2,"FoubouroU",-337609.734861934,1156179.73402313
"2360751",4,"FouanmbwanoU",94955.6856419044,1380604.80162314
"2360752",1,"FouanmborI",93149.1818619926,1371384.02969552
"2360753",5,"FouanbouandI",197175.882074134,1340365.60853794
"2360756",5,"FottiguE",-14651.6768442874,1245965.02607177
"2360757",5,"FosinfogoU",54357.0265192584,1497132.63890073
"2360759",5,"ForguI BisnogO",-102124.815208535,1435929.64897082
"2360760",1,"ForganE",-322600.299724081,1207774.4541071
"2360764",3,"FolonzO",-516124.187702847,1101548.98743057
"2360768",2,"FogouldE",-205269.833494873,1545862.54073652
"2360776",1,"FoadyendyengoU",109830.576310742,1403350.89345623
"2360779",1,"FitinguE",-316873.10976635,1242798.54107892
"2360783",2,"FirguindI",-174114.997432757,1555290.56132532
"2360784",7,"FinougoU",-45673.37749347,1360283.43600242
"2360788",3,"FinguilA",-84139.6640638157,1306843.03033619
"2360789",5,"FinfinrA",-100403.543310324,1393518.35831494
"2360790",5,"FinegatA",-193470.729591605,1401055.38040166
"2360794",2,"FilifilI",-194396.74109333,1566382.32924571
"2360797",5,"FilandE",-484259.168625855,1217812.60262435
"2360798",3,"FilakuI",-445605.541850885,1422991.09164557
"2360799",3,"FilakorA",-414991.901389319,1115874.11474178
"2360800",2,"FikierI",-254399.6694685,1279496.3698948
"2360801",2,"FiguialarE",-9429.10098146313,1513214.26798263
"2360809",2,"FetO NourI",-56376.2081248219,1582991.93783617
"2360811",2,"FetO NelbA",-139166.374439556,1578102.1970296
"2360812",2,"FetombalE",-26798.0798714326,1536303.95180813
"2360814",2,"FetO KolE",-105757.329081908,1589518.44424478
"2360815",2,"FetO KobI",-178927.531606846,1577414.21250688
"2360816",2,"FetO GarsaY",-86474.585947065,1548415.58091014
"2360828",5,"FeneramE",-145702.476484161,1469860.23676786
"2360830",5,"FelengA",-181400.861159617,1525408.67529511
"2360837",5,"FatmatengA",-78531.2160493343,1375056.81731662
"2360839",3,"FatianA",-398548.063828218,1329815.05563701
"2360842",3,"FarkassO",-551873.405132561,1299096.86212595
"2360844",2,"FaramourA",-80341.4790098908,1528136.02390969
"2360845",3,"FaramanA",-512396.358279837,1334000.31605303
"2360846",3,"FarakuI",-395102.062995567,1305815.15235585
"2360847",3,"FarakorossO",-477698.079906956,1084766.08876598
"2360848",3,"FarakorO",-421934.668509025,1165713.63657036
"2360849",3,"FarakordenI",-464424.798414978,1132683.42558337
"2360852",3,"FaradofassO",-550641.266587923,1138635.44967149
"2360856",2,"FaoundE",45353.0623651664,1496493.0246937
"2360858",5,"FaogodO",-248927.788747809,1511539.99595483
"2360860",5,"FantafatA",48466.0602852652,1474719.61492496
"2360863",4,"FaniagarA",-588764.252151787,1175768.14142423
"2360864",5,"FamtengA",-52921.0549734911,1408225.86677468
"2360866",3,"FanberelA",-541398.454643172,1310141.58139784
"2360870",2,"FalagountoU",20052.1320091725,1589184.82935883
"2360872",2,"FakounA",-376294.658005452,1366615.73320059
"2360875",2,"FakA BoullI",-90611.1374554533,1494106.65874528
"2360877",2,"FairdI SyenoU",-31499.8942490552,1550982.04535747
"2360886",5,"FadA N'gourmA",39312.9152049589,1333904.15393598
"2360887",3,"EtwayoU",-325408.06669153,1331363.25833618
"2360893",5,"EM Mbang-EM BerO",-67993.9999127897,1472241.13345104
"2360896",1,"ElemirA",-336238.713905513,1082400.16402298
"2360898",5,"EkoulkolA",-275864.290840243,1360706.52266818
"2360901",5,"DyowangA",15668.4648589121,1501653.7970289
"2360902",2,"DyoukourA",12790.4286178773,1354741.22121693
"2360904",5,"DyongaN",31057.2846711048,1360277.02669733
"2360907",5,"DyogorA",50616.1790540417,1496278.25925157
"2360908",7,"DyogodougoU",214526.415694695,1382181.6718237
"2360909",5,"DyiwarI",109681.810830443,1340220.03506595
"2360910",5,"DyesemA",-199709.610115674,1406847.83356263
"2360911",5,"DyeredeN",24523.4986054448,1440855.25824498
"2360913",5,"DyepoungO",-264936.42664518,1355139.81803536
"2360916",1,"DyendyennimA",113234.527331661,1405605.67444011
"2360917",5,"DyenderE",-69652.6749443834,1440207.28944674
"2360918",5,"DyemsongO",-162363.361879051,1421274.00324947
"2360921",5,"DyelkotO",-132766.357540883,1519062.1164395
"2360922",5,"DyelekO",-196972.47434875,1456860.21617298
"2360925",5,"DyefourgoU",-25570.0092638945,1371337.79134196
"2360927",5,"DyedyogO",233328.184408092,1399989.34363268
"2360930",5,"DyatondI",148171.620713598,1362833.18238399
"2360934",2,"DyaongueL",2191.21803904905,1504527.69202847
"2360935",5,"DyannkakA",44896.0628575787,1442902.78264318
"2360937",5,"DyanbwatounA",21914.6551508641,1376868.08752464
"2360938",5,"DyamwandE",22042.2685602513,1442682.1819191
"2360941",1,"DyamondI",103976.635043563,1424868.44005801
"2360942",5,"DyamonA",47043.7608361587,1502463.95120361
"2360943",5,"DyamonA",63881.4775061181,1400858.85946761
"2360944",5,"DyamdiarA",-25564.5402745062,1380556.26679601
"2360945",3,"DyamangA",141063.316537913,1332406.09122596
"2360948",5,"DyakolrA",-39242.9780192465,1443240.63799984
