"geonameid","name","asciiname","alternatenames","latitude","longitude","feature_class","feature_code"
8260717,"Bayannur Airport","Bayannur Airport","RLK,ZBYZ,ba yan nao er ji chang,巴彦淖尔机场",40.9264,107.739,"S","AIRP"
8260740,"Erenhot Saiwusu International Airport","Erenhot Saiwusu International Airport","ERL,Erenhot Saiwusu International Airport,ZBER,er lian hao te sai wu su guo ji ji chang,二连浩特赛乌苏国际机场",43.4233,112.091,"S","AIRP"
8335361,"Ulanqab","Ulanqab","UCB,Ulanqab,wu lan cha bu shi,乌兰察布市",40.993,113.133,"P","PPL"
8347664,"Ordos","Ordos","DSN,Erdos,Ordos,Ordos khot,e er duo si shi,eoeoldwosseu si,orudosu shi,Ордос,Ордос хот,オルドス市,鄂尔多斯市,어얼둬쓰 시",39.6086,109.78157,"P","PPL"
8416359,"Houxin","Houxin","Houxin,hou xin,后新",39.82693,111.83316,"P","PPL"
8416360,"Houwanzi","Houwanzi","Houwanzi,hou wan zi,后湾子",39.79039,111.9119,"P","PPL"
8416616,"Xishanguo","Xishanguo","Xishanguo,xi shan gou,西山沟",39.93912,111.90238,"P","PPL"
8416617,"Xishanguo","Xishanguo","Xishanguo,xi shan guo,西山过",39.93912,111.90212,"P","PPL"
8416618,"Shiwan","Shiwan","Shiwan,shi wan,石湾",39.97538,111.89149,"P","PPL"
8416645,"Heisi","Heisi","Heisi,hei si,黑寺",39.72842,111.69871,"P","PPL"
8416646,"Xiaodougou","Xiaodougou","Xiaodougou,xiao dou gou,小斗沟",39.72451,111.78781,"P","PPL"
8416647,"Xidaoping","Xidaoping","Xidaoping,xi dao ping,西道坪",39.74338,111.77123,"P","PPL"
8416648,"Zhengwan","Zhengwan","Zhengwan,zheng wan,正湾",39.68777,111.68993,"P","PPL"
8416649,"Shantaizi","Shantaizi","Shantaizi,shan tai zi,山台子",39.62013,111.81058,"P","PPL"
8416650,"Xiaojinggou","Xiaojinggou","Xiaojinggou,xiao jing gou,小井沟",39.59346,111.77481,"P","PPL"
8416651,"Xiaoyangping","Xiaoyangping","Xiaoyangping,xiao yang ping,小阳坪",39.75248,111.65871,"P","PPL"
8416652,"Haizigou","Haizigou","Haizigou,hai zi gou,海子沟",39.69037,111.77513,"P","PPL"
8416653,"Quanzigou","Quanzigou","Quanzigou,quan zi gou,泉子沟",39.66175,111.67399,"P","PPL"
8416654,"Changgoumen","Changgoumen","Changgoumen,zhang gou men,长沟门",39.75736,111.67334,"P","PPL"
8416655,"Yanwanzi","Yanwanzi","Yanwanzi,yang wan zi,阳湾子",39.76029,111.7231,"P","PPL"
8416656,"Yanyazi","Yanyazi","Yanyazi,yang ya zi,阳崖子",39.68386,111.75594,"P","PPL"
8416657,"Yanping","Yanping","Yanping,yang ping,阳坪",39.70728,111.81025,"P","PPL"
8416658,"Goudi","Goudi","Goudi,gou di,沟底",39.70793,111.79757,"P","PPL"
8416793,"Houbeigou","Houbeigou","Houbeigou,hou bei gou,后北沟",39.72712,111.82326,"P","PPL"
8416794,"Yanshanshang","Yanshanshang","Yanshanshang,yang shan shang,阳山上",39.78858,111.75854,"P","PPL"
8416795,"Duanjiagou","Duanjiagou","Duanjiagou,duan jia gou,段家沟",39.7746,111.6857,"P","PPL"
8416796,"Nanboazi","Nanboazi","Nanboazi,nan bao zi,南堡子",39.7811,111.72895,"P","PPL"
8416798,"Yanmao","Yanmao","Yanmao,yang mao,阳峁",39.75151,111.73578,"P","PPL"
8416799,"Badaomao","Badaomao","Badaomao,ba dao mao,八道峁",39.68321,111.65123,"P","PPL"
8416800,"Sidaomao","Sidaomao","Sidaomao,si dao mao,四道峁",39.66988,111.60603,"P","PPL"
8416801,"Shanshenmiao","Shanshenmiao","Shanshenmiao,shan shen miao,山神庙",39.68289,111.58781,"P","PPL"
8416802,"Zhengjiashan","Zhengjiashan","Zhengjiashan,zheng jia shan,郑家山",39.72517,111.64505,"P","PPL"
8416803,"Chuanmaozi","Chuanmaozi","Chuanmaozi,chuan mao zi,川峁子",39.61069,111.71334,"P","PPL"
8416804,"Yanjingshang","Yanjingshang","Yanjingshang,yang jing shang,阳井上",39.62793,111.79204,"P","PPL"
8416805,"Xishuang Yaozi","Xishuang Yaozi","Xishuang Yaozi,xi shuang yao zi,西双窑子",39.7037,111.62098,"P","PPL"
8416806,"Wangbaoyao","Wangbaoyao","Wangbaoyao,wang bao yao,王保窑",39.70533,111.65416,"P","PPL"
8416807,"Chijiayao","Chijiayao","Chijiayao,chi jia yao,池家窑",39.79508,111.69448,"P","PPL"
8416808,"Jinggou","Jinggou","Jinggou,jing gou,井沟",39.76647,111.65611,"P","PPL"
8416809,"Zaoqingshan","Zaoqingshan","Zaoqingshan,zhao qing shan,赵青山",39.7772,111.6431,"P","PPL"
8416810,"Gouzhangshang","Gouzhangshang","Gouzhangshang,gou zhang shang,沟掌上",39.68061,111.71757,"P","PPL"
8416825,"Dujiagou","Dujiagou","Dujiagou,du jia gou,杜家沟",39.70327,111.63855,"P","PPL"
8416826,"Xizhuangwo","Xizhuangwo","Xizhuangwo,xi zhuang wo,西庄窝",39.66032,111.62882,"P","PPL"
8416827,"Choujiagou","Choujiagou","Choujiagou,chou jia gou,仇家沟",39.74385,111.69479,"P","PPL"
8416828,"Nanwupo","Nanwupo","Nanwupo,nan wo pu,南窝铺",39.72558,111.76716,"P","PPL"
8416829,"Liujiayao","Liujiayao","Liujiayao,liu jia yao,刘家窑",39.7626,111.77333,"P","PPL"
8416830,"Xipangou","Xipangou","Xipangou,xi pan gou,西畔沟",39.81172,111.74343,"P","PPL"
8416831,"Houpangou","Houpangou","Houpangou,hou pan gou,后畔沟",39.82358,111.74794,"P","PPL"
8416832,"Yanpingta","Yanpingta","Yanpingta,yang ping ta,阳平塔",39.79202,111.67865,"P","PPL"
8416833,"Qianshuang Yaozi","Qianshuang Yaozi","Qianshuang Yaozi,qian shuang yao zi,前双窑子",39.67219,111.77618,"P","PPL"
8416834,"Jiaonimao","Jiaonimao","Jiaonimao,jiao ni mao,交泥峁",39.65819,111.75672,"P","PPL"
8416835,"Yixuewan","Yixuewan","Yixuewan,yi xue wan,义学湾",39.64134,111.75197,"P","PPL"
8416836,"Shuannianer","Shuannianer","Shuannianer,shuang nian r,双碾儿",39.66056,111.72208,"P","PPL"
8416837,"Lucaoshan","Lucaoshan","Lucaoshan,lu cao shan,芦草山",39.72154,111.71662,"P","PPL"
8416838,"Toudaogou","Toudaogou","Toudaogou,tou dao gou,头道沟",39.62615,111.70072,"P","PPL"
8416839,"Potaizi","Potaizi","Potaizi,po tai zi,破台子",39.64348,111.71258,"P","PPL"
8416840,"Yaozhazui","Yaozhazui","Yaozhazui,yao shan ju,腰栅咀",39.63944,111.68197,"P","PPL"
8416841,"Xingshumao","Xingshumao","Xingshumao,xing shu mao,杏树峁",39.64704,111.66607,"P","PPL"
8416842,"Angenlou","Angenlou","Angenlou,an gen lou,安根楼",39.64371,111.63807,"P","PPL"
8416843,"Yanya","Yanya","Yanya,yang ya,阳崖",39.72869,111.59364,"P","PPL"
8416844,"Yantawan","Yantawan","Yantawan,yang ta wan,阳塔湾",39.73762,111.59937,"P","PPL"
8416845,"Shangyaozha","Shangyaozha","Shangyaozha,shang yao shan,上腰栅",39.74976,111.62892,"P","PPL"
8416846,"Dataizi","Dataizi","Dataizi,da tai zi,大台子",39.74976,111.54622,"P","PPL"
8416847,"Shiwanzi","Shiwanzi","Shiwanzi,shi wan zi,石湾子",39.76099,111.60349,"P","PPL"
8416848,"Huashuye","Huashuye","Huashuye,hua shu ye,桦树也",39.78596,111.56432,"P","PPL"
8416849,"Daxigou","Daxigou","Daxigou,da xi gou,大西沟",39.82032,111.57073,"P","PPL"
8416850,"Santaizi","Santaizi","Santaizi,san tai zi,三台子",39.83635,111.59822,"P","PPL"
8416851,"Luzigou","Luzigou","Luzigou,lu zi gou,芦子沟",39.82628,111.62502,"P","PPL"
8416853,"Dayangbei","Dayangbei","Dayangbei,da yang bei,大阳 背",39.77886,111.52354,"P","PPL"
8416855,"Huangshubei","Huangshubei","Huangshubei,huang shu bei,黄树背",39.77679,111.55149,"P","PPL"
8416856,"Mengjia Yangwan","Mengjia Yangwan","Mengjia Yangwan,meng jia yang wan,孟家阳湾",39.76488,111.56592,"P","PPL"
8416857,"Shiyangta","Shiyangta","Shiyangta,shi yang ta,石阳塔",39.79716,111.55398,"P","PPL"
8416858,"Shamaohao","Shamaohao","Shamaohao,sha mao hao,沙峁壕",39.80879,111.56459,"P","PPL"
8416859,"Zhenmaohao","Zhenmaohao","Zhenmaohao,zheng mao hao,正峁壕",39.81723,111.51422,"P","PPL"
8416860,"Zhenmaogou","Zhenmaogou","Zhenmaogou,zheng mao gou,正峁沟",39.76073,111.51192,"P","PPL"
8416862,"Dongcha","Dongcha","Dongcha,dong cha,东岔",39.80828,111.54056,"P","PPL"
8416908,"Tuchengzhuang","Tuchengzhuang","Tuchengzhuang,tu cheng zhuang,土城庄",39.83351,111.55494,"P","PPL"
8416909,"Xitucheng","Xitucheng","Xitucheng,xi tu cheng,西土城",39.84641,111.54388,"P","PPL"
8416910,"Shibapan","Shibapan","Shibapan,shi ba pan,十八 盘",39.84733,111.62359,"P","PPL"
8416911,"Da’erjia","Da'erjia","Da'erjia,Da’erjia,da er jia,打尔架",39.79895,111.60102,"P","PPL"
8416912,"Shisi Wangmu","Shisi Wangmu","Shisi Wangmu,shi si wang mu,十四王墓",39.86299,111.59917,"P","PPL"
8416913,"Xujiajia","Xujiajia","Xujiajia,xu jia jia,徐家架",39.83373,111.53466,"P","PPL"
8416914,"Songjialiang","Songjialiang","Songjialiang,song jia liang,松家梁",39.78719,111.62728,"P","PPL"
8416915,"Miehu","Miehu","Miehu,mie hu,灭虎",39.74872,111.58489,"P","PPL"
8416916,"Tanyaobei","Tanyaobei","Tanyaobei,tan yao bei,炭窑背",39.73766,111.55862,"P","PPL"
8416917,"Zhengmaoliang","Zhengmaoliang","Zhengmaoliang,zheng mao liang,正峁梁",39.78028,111.50171,"P","PPL"
8416918,"Balongwan","Balongwan","Balongwan,ba long wan,八龙湾",39.92819,111.58265,"P","PPL"
8416919,"Shihuliang","Shihuliang","Shihuliang,shi hu liang,石胡梁",39.95307,111.70463,"P","PPL"
8416920,"Yaotouliang","Yaotouliang","Yaotouliang,yao tou liang,窑头梁",39.97165,111.68995,"P","PPL"
8416921,"Pijiagou","Pijiagou","Pijiagou,pi jia gou,皮家沟",39.98304,111.65668,"P","PPL"
8416922,"Shengdiwan","Shengdiwan","Shengdiwan,sheng de wan,生地湾",39.94198,111.6312,"P","PPL"
8416923,"Haizigou","Haizigou","Haizigou,hai zi gou,海子沟",39.90541,111.54849,"P","PPL"
8416924,"Erdaozui","Erdaozui","Erdaozui,er dao ju,二道咀",39.89163,111.60004,"P","PPL"
8417136,"Shicangyao","Shicangyao","Shicangyao,shi cang yao,石苍窑",39.96685,111.61292,"P","PPL"
8417137,"Huashugou","Huashugou","Huashugou,hua shu gou,桦树沟",39.84937,111.69654,"P","PPL"
8417138,"Bachagou","Bachagou","Bachagou,ba cha gou,八岔沟",39.8143,111.68575,"P","PPL"
8417139,"Wudaomao","Wudaomao","Wudaomao,wu dao mao,五道峁",39.89642,111.6324,"P","PPL"
8417140,"Gaojiashan","Gaojiashan","Gaojiashan,gao jia shan,高家山",39.97404,111.72981,"P","PPL"
8417141,"Mangluangou","Mangluangou","Mangluangou,mang luan gou,忙乱沟",39.95486,111.7343,"P","PPL"
8417142,"Dawan","Dawan","Dawan,da wan,大湾",39.96086,111.75858,"P","PPL"
8417143,"Dongzhuangzi","Dongzhuangzi","Dongzhuangzi,dong zhuang zi,东庄子",39.94497,111.75288,"P","PPL"
8417144,"Pangou","Pangou","Pangou,pan gou,畔沟",39.92339,111.76607,"P","PPL"
8417145,"Zhujiashan","Zhujiashan","Zhujiashan,zhu jia shan,朱家山",39.89342,111.72291,"P","PPL"
8417146,"Quanzigou","Quanzigou","Quanzigou,quan zi gou,泉子沟",39.86465,111.74689,"P","PPL"
8417147,"Liangyanjing","Liangyanjing","Liangyanjing,lian yan jing,连 眼井",39.85776,111.72321,"P","PPL"
8417148,"Ta’erpan","Ta'erpan","Ta'erpan,Ta’erpan,ta er pan,塔尔畔",39.83259,111.71962,"P","PPL"
8417149,"Houjiayao","Houjiayao","Houjiayao,hou jia yao,后家窑",39.90481,111.74179,"P","PPL"
8417150,"Cuijialiang","Cuijialiang","Cuijialiang,cui jia liang,崔家梁",39.86795,111.70133,"P","PPL"
8417151,"Taiziliang","Taiziliang","Taiziliang,tai zi liang,台子梁",39.88443,111.64439,"P","PPL"
8417152,"Maolinzi","Maolinzi","Maolinzi,mao lin zi,毛林子",39.84307,111.75198,"P","PPL"
8417153,"Shuimen","Shuimen","Shuimen,shui men,水门",39.87994,111.56527,"P","PPL"
8417284,"Daluhao","Daluhao","Daluhao,da lu hao,大路 壕",39.94497,111.56167,"P","PPL"
8417285,"Gangfanggou","Gangfanggou","Gangfanggou,gang fang gou,缸房沟",39.95666,111.57846,"P","PPL"
8417286,"Heilengliang","Heilengliang","Heilengliang,hei leng liang,黑楞梁",39.94228,111.59944,"P","PPL"
8417287,"Guosanyao","Guosanyao","Guosanyao,guo san yao,郭三窑",39.93029,111.65038,"P","PPL"
8417288,"Yupiyao","Yupiyao","Yupiyao,yu pi yao,榆皮窑",39.93718,111.67016,"P","PPL"
8417289,"Linjiashan","Linjiashan","Linjiashan,lin jia shan,蔺家山",39.86645,111.65638,"P","PPL"
8417290,"Songshuliang","Songshuliang","Songshuliang,song shu liang,松树梁",39.85566,111.66447,"P","PPL"
8417291,"Liujuniu","Liujuniu","Liujuniu,liu ju niu,六犋牛",39.87664,111.61052,"P","PPL"
8417292,"Dujiagou","Dujiagou","Dujiagou,du jia gou,杜家沟",39.89432,111.56647,"P","PPL"
8417293,"Siyanbu","Siyanbu","Siyanbu,si yan bao,四眼堡",39.83918,111.65968,"P","PPL"
8417294,"Caojiagou","Caojiagou","Caojiagou,cao jia gou,曹家沟",39.82629,111.65278,"P","PPL"
8417295,"Mailaopo","Mailaopo","Mailaopo,mai lao po,麦老坡",39.81071,111.62671,"P","PPL"
8417296,"Qijiagou","Qijiagou","Qijiagou,qi jia gou,祁家沟",39.90511,111.66717,"P","PPL"
8417297,"Shangdao Jialiang","Shangdao Jialiang","Shangdao Jialiang,shang diao jia liang,上刁家梁",39.89476,111.50757,"P","PPL"
8417298,"Shanghei Caozui","Shanghei Caozui","Shanghei Caozui,shang hei cao ju,上黑草咀",39.88711,111.49546,"P","PPL"
8417299,"Chengzui","Chengzui","Chengzui,cheng ju,城咀",39.90708,111.44449,"P","PPL"
8417300,"Sanglinpo","Sanglinpo","Sanglinpo,sang lin po,桑林坡",39.92832,111.47932,"P","PPL"
8417301,"Nanyan","Nanyan","Nanyan,nan yan,南墕",39.93002,111.49929,"P","PPL"
8417302,"Xiaohepan","Xiaohepan","Xiaohepan,xiao he pan,小河畔",39.93448,111.45404,"P","PPL"
8417303,"Nianziyan","Nianziyan","Nianziyan,nian zi yan,碾子墕",39.91345,111.49631,"P","PPL"
8417317,"Xiaogangfang","Xiaogangfang","Xiaogangfang,xiao gang fang,小缸房",39.89306,111.44767,"P","PPL"
8417318,"Xingshubei","Xingshubei","Xingshubei,xing shu bei,杏树背",39.87033,111.5252,"P","PPL"
8417319,"Bulanwa","Bulanwa","Bulanwa,bu lan wa,不烂洼",39.88499,111.52138,"P","PPL"
8417320,"Yangluotan","Yangluotan","Yangluotan,yang luo tan,杨落滩",39.88584,111.43344,"P","PPL"
8417321,"Yangzuizi","Yangzuizi","Yangzuizi,yang zui zi,阳嘴子",39.86945,111.49694,"P","PPL"
8417322,"Dongmugou","Dongmugou","Dongmugou,Xiaogangfang,dong mu gou,xiao gang fang,小缸房,栋木沟",39.85656,111.47566,"P","PPLA4"
8417323,"Dashuyan","Dashuyan","Dashuyan,da shu yan,大树墕",39.73908,111.86272,"P","PPL"
8417324,"Huashugou","Huashugou","Huashugou,hua shu gou,桦树沟",39.7007,111.88181,"P","PPL"
8417325,"Shuanghuangshui","Shuanghuangshui","Shuanghuangshui,shuang huang shui,双黄水",39.7022,111.83871,"P","PPL"
8417326,"Wujiazhuang","Wujiazhuang","Wujiazhuang,wu jia zhuang,武家庄",39.72579,111.91933,"P","PPL"
8417327,"Quanzigou","Quanzigou","Quanzigou,quan zi gou,泉子沟",39.65525,111.90325,"P","PPL"
8417345,"Xiaojingzi","Xiaojingzi","Xiaojingzi,xiao jing zi,小井子",39.68059,111.92147,"P","PPL"
8417346,"Kouzishang","Kouzishang","Kouzishang,kou zi shang,口子上",39.64031,111.86908,"P","PPL"
8417348,"Xinzhuangwo","Xinzhuangwo","Xinzhuangwo,xin zhuang wo,新庄窝",39.68767,111.86181,"P","PPL"
8417351,"Beibao","Beibao","Beibao,bei bao,北堡",39.65019,111.83683,"P","PPLA4"
8417352,"Xiaozhuangwo","Xiaozhuangwo","Xiaozhuangwo,xiao zhuang wo,小庄窝",39.64535,111.81128,"P","PPL"
8417355,"Mantoushan","Mantoushan","Mantoushan,man tou shan,馒头山",39.63081,111.76859,"P","PPL"
8417536,"Wuyanjing","Wuyanjing","Wuyanjing,wu yan jing,五眼井",39.62577,111.88027,"P","PPL"
8417538,"Nanliugou","Nanliugou","Nanliugou,nan liu gou,南柳沟",39.62409,111.91327,"P","PPL"
8417540,"Laoniupo","Laoniupo","Laoniupo,lao niu po,老牛坡",39.63528,111.89295,"P","PPL"
8417542,"Laoxionggou","Laoxionggou","Laoxionggou,lao xiong gou,老熊沟",39.66642,111.87822,"P","PPL"
8417543,"Shihuiyao","Shihuiyao","Shihuiyao,shi hui yao,石灰窑",39.64498,111.91849,"P","PPL"
8417544,"Badun","Badun","Badun,ba dun,八墩",39.68637,111.94552,"P","PPL"
8417545,"Qiyumao","Qiyumao","Qiyumao,qi yu mao,旗杅峁",39.68823,111.88773,"P","PPL"
8417546,"Xihuamao","Xihuamao","Xihuamao,xi hua mao,喜花峁",39.69904,111.95,"P","PPL"
8417547,"Zhangfangwan","Zhangfangwan","Zhangfangwan,zhang fang wan,丈房湾",39.70631,111.92166,"P","PPL"
8417548,"Juelaiwa","Juelaiwa","Juelaiwa,jue lai wa,厥莱洼",39.67574,111.86069,"P","PPL"
8417549,"Gezhenwan","Gezhenwan","Gezhenwan,ge zhen wan,圪针湾",39.66884,111.82769,"P","PPL"
8417554,"Zhenggou","Zhenggou","Zhenggou,zheng gou,正沟",39.80398,111.81812,"P","PPL"
8417557,"Yuanlinzi","Yuanlinzi","Yuanlinzi,yuan lin zi,园林子",39.80425,111.7909,"P","PPL"
8417561,"Xiaolaoyao","Xiaolaoyao","Xiaolaoyao,xiao lao yao,小老窑",39.83543,111.83266,"P","PPL"
8417562,"Pangou","Pangou","Pangou,pan gou,畔沟",39.77729,111.8086,"P","PPL"
8417565,"Jing’ershang","Jing'ershang","Jing'ershang,Jing’ershang,jing r shang,井儿上",39.76646,111.91696,"P","PPL"
8417566,"Shuangjingzi","Shuangjingzi","Shuangjingzi,shuang jing zi,双井子",39.82037,111.93097,"P","PPL"
8417567,"Nanhuashugou","Nanhuashugou","Nanhuashugou,nan hua shu gou,南桦树沟",39.81218,111.9352,"P","PPL"
8417568,"Shiqihe","Shiqihe","Shiqihe,shi qi he,十七河",39.79632,111.96083,"P","PPL"
8417569,"Shidabei","Shidabei","Shidabei,shi da bei,石大北",39.88882,111.89423,"P","PPL"
8417570,"Huashuliang","Huashuliang","Huashuliang,hua shu liang,桦树梁",39.85552,111.93255,"P","PPL"
8417571,"Wudaoliang","Wudaoliang","Wudaoliang,wu dao liang,五道梁",39.77597,111.86622,"P","PPL"
8417572,"Shitizi","Shitizi","Shitizi,shi ti zi,石梯子",39.7572,111.8345,"P","PPL"
8417573,"Jianci’an","Jianci'an","Jianci'an,Jianci’an,jian ci an,尖次岸",39.75905,111.81521,"P","PPL"
8417574,"Shizita","Shizita","Shizita,shi zi ta,狮子塔",39.8357,111.96268,"P","PPL"
8417575,"Shizuizi","Shizuizi","Shizuizi,shi ju zi,石咀子",39.88036,111.85618,"P","PPL"
8417576,"Dashuangdong","Dashuangdong","Dashuangdong,da shuang dong,大双栋",39.86741,111.85829,"P","PPL"
8417577,"Shuangtaizi","Shuangtaizi","Shuangtaizi,shuang tai zi,双台子",39.90019,111.82816,"P","PPL"
8417578,"Wulipo","Wulipo","Wulipo,wu li po,五里坡",39.84468,111.99017,"P","PPL"
8417579,"Xinyaoshang","Xinyaoshang","Xinyaoshang,xin yao shang,新窑上",39.74373,111.95476,"P","PPL"
8417580,"Xinzhuangwo","Xinzhuangwo","Xinzhuangwo,xin zhuang wo,新庄窝",39.72708,111.94762,"P","PPL"
8417581,"Nanhuangyugou","Nanhuangyugou","Nanhuangyugou,nan huang yu gou,南黄榆沟",39.74029,111.92093,"P","PPL"
8417582,"Yushuzhuang","Yushuzhuang","Yushuzhuang,yu shu zhuang,榆树庄",39.76302,111.89952,"P","PPL"
8417583,"Beihuang Yugou","Beihuang Yugou","Beihuang Yugou,bei huang yu gou,北黄榆沟",39.7654,111.94683,"P","PPL"
8417584,"Heishanzi","Heishanzi","Heishanzi,hei shan zi,黑山子",39.75218,111.86384,"P","PPL"
8417585,"Beichangqu","Beichangqu","Beichangqu,bei zhang qu,北长渠",39.77676,111.88181,"P","PPL"
8417586,"Beizhangfangwan","Beizhangfangwan","Beizhangfangwan,bei zhang fang wan,北丈房湾",39.7765,111.90507,"P","PPL"
8417587,"Daluping","Daluping","Daluping,da lu ping,大路坪",39.83332,111.92304,"P","PPL"
8417588,"Xiaohuang Yushugou","Xiaohuang Yushugou","Xiaohuang Yushugou,xiao huang yu shu gou,小黄榆树沟",39.85526,111.96823,"P","PPL"
8417589,"Xingzhuanggou","Xingzhuanggou","Xingzhuanggou,xing zhuang gou,兴庄沟",39.85261,111.77689,"P","PPL"
8417590,"Xingwang","Xingwang","Xingwang,xing wang,兴旺",39.79421,111.86173,"P","PPL"
8417591,"Hao’ailiang","Hao'ailiang","Hao'ailiang,Hao’ailiang,hao ai liang,蒿艾梁",39.78654,111.82129,"P","PPL"
8417592,"Nancaonian","Nancaonian","Nancaonian,nan cao nian,南曹碾",39.80636,111.85776,"P","PPL"
8417616,"Fuminzhuang","Fuminzhuang","Fuminzhuang,fu min zhuang,富民庄",39.82777,111.78376,"P","PPL"
8417617,"Qianyingpan","Qianyingpan","Qianyingpan,qian ying pan,前营盘",39.85526,111.81495,"P","PPL"
8417618,"Taipingzhuang","Taipingzhuang","Taipingzhuang,tai ping zhuang,台平庄",39.88248,111.81389,"P","PPL"
8417619,"Datian Jingou","Datian Jingou","Datian Jingou,da tian jin gou,大天津沟",39.89067,111.79275,"P","PPL"
8417620,"Muguagou","Muguagou","Muguagou,mu gua gou,木瓜沟",39.90203,111.80015,"P","PPL"
8417622,"Guyinshang","Guyinshang","Guyinshang,gu xun shang,古窨上",39.90996,111.84983,"P","PPL"
8417624,"Beicaonian","Beicaonian","Beicaonian,bei cao nian,北曹碾",39.86345,111.90137,"P","PPL"
8417658,"Ershihao","Ershihao","Ershihao,er shi hao,二十号",40.05481,111.71524,"P","PPL"
8417659,"Shuiquangou","Shuiquangou","Shuiquangou,shui quan gou,水泉沟",40.01431,111.77277,"P","PPL"
8417660,"Xiaocun","Xiaocun","Xiaocun,xiao cun,小村",40.04195,111.81135,"P","PPL"
8417661,"Xiayaozi","Xiayaozi","Xiayaozi,xia yao zi,下窑子",40.0622,111.7821,"P","PPL"
8417662,"Sanshiyihao","Sanshiyihao","Sanshiyihao,san shi yi hao,三十一号",40.07409,111.65352,"P","PPL"
8417663,"Shizhuangzi","Shizhuangzi","Shizhuangzi,shi zhuang zi,石庄子",40.07506,111.92257,"P","PPL"
8417664,"Shisanhao","Shisanhao","Shisanhao,shi san hao,十三号",40.08824,111.93285,"P","PPL"
8417665,"Ershihao","Ershihao","Ershihao,er shi hao,二十号",40.10399,111.93028,"P","PPL"
8417675,"Quanzishang","Quanzishang","Quanzishang,quan zi shang,泉子上",39.79133,111.38581,"P","PPL"
8417676,"Shashiqiao","Shashiqiao","Shashiqiao,sha shi qiao,沙石桥",39.75198,111.35516,"P","PPL"
8417995,"Dashuiping","Dashuiping","Dashuiping,da shui ping,大水坪",40.14899,111.45744,"P","PPL"
8417997,"Sandaogou","Sandaogou","Sandaogou,san dao gou,三道沟",40.11524,111.55548,"P","PPL"
8417998,"Panpo","Panpo","Panpo,pan po,畔坡",40.07217,111.51401,"P","PPL"
8417999,"Houyangyao","Houyangyao","Houyangyao,hou yang yao,后阳窑",40.15928,111.53008,"P","PPL"
8418000,"Houyaozi","Houyaozi","Houyaozi,hou yao zi,后窑子",40.07538,111.62877,"P","PPL"
8418002,"Majiagou","Majiagou","Majiagou,ma jia gou,马家沟",40.03263,111.4719,"P","PPL"
8418004,"Xinjialiang","Xinjialiang","Xinjialiang,xin jia liang,新家梁",40.06509,111.56994,"P","PPL"
8418006,"Chengdaoyao","Chengdaoyao","Chengdaoyao,cheng dao yao,城道窑",40.1117,111.5963,"P","PPL"
8418007,"Xiaohuopan","Xiaohuopan","Xiaohuopan,xiao huo pan,小火盘",39.96191,111.51401,"P","PPL"
8418008,"Fanjialiang","Fanjialiang","Fanjialiang,fan jia liang,范家梁",40.01431,111.43654,"P","PPL"
8418009,"Wangyuliang","Wangyuliang","Wangyuliang,wang yu liang,王玉梁",40.01495,111.49151,"P","PPL"
8418010,"Xiaota","Xiaota","Xiaota,xiao ta,小塔",39.97348,111.42272,"P","PPL"
8418011,"Fansiyao","Fansiyao","Fansiyao,fan si yao,范四窑",40.10013,111.56191,"P","PPL"
8418012,"Yangbei","Yangbei","Yangbei,yang bei,阳背",40.13678,111.50662,"P","PPL"
8418026,"Tianquanliang","Tianquanliang","Tianquanliang,tian quan liang,天泉梁",40.07602,111.45679,"P","PPL"
